name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
,,,,,,,,,https://mediabiasfactcheck.com/fort-worth-weekly/,left-center,high,united states,"79,706",fort worth weekly,1656.0,fort worth weekly
,,,,,,,,,https://mediabiasfactcheck.com/fortnightly-review/,right-center,high,united kingdom,"16,217",fortnightly review,1657.0,fortnightly review
,,,,,,,,,https://mediabiasfactcheck.com/fortune-magazine/,right-center,high,united states,"857,465",fortune magazine,1658.0,fortune magazine
,,,,,,,,,https://mediabiasfactcheck.com/forward-progressives/,left,high,united states,"3,921",forward progressives,1659.0,forward progressives
,,,,,,,,,https://mediabiasfactcheck.com/fosters-daily-democrat/,center,high,united states,0,foster's daily democrat,1660.0,foster's daily democrat
,,,,,,,,,https://mediabiasfactcheck.com/foundation-defense-democracies/,right,high,united states,"212,592",foundation for defense of democracies,1661.0,foundation for defense of democracies
,,,,,,,,,https://mediabiasfactcheck.com/france-info/,left-center,high,france,0,france info,1662.0,france info
,,,,,,,,,https://mediabiasfactcheck.com/france24/,center,high,france,"2,350,166",france 24,1663.0,france 24
,,,,,,,,,https://mediabiasfactcheck.com/freakonomics-radio/,left-center,high,united states,"719,590",freakonomics,1664.0,freakonomics
,,,,,,,,,https://mediabiasfactcheck.com/free-press-2/,left,high,united states,"75,353",free press,1665.0,free press
,,,,,,,,,https://mediabiasfactcheck.com/free-rein-report/,left,high,nan,3,free rein news,1666.0,free rein news
,,,,,,,,,https://mediabiasfactcheck.com/free-wheel-media/,center,high,united states,"2,967",free wheel media,1667.0,free wheel media
,,,,,,,,,https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,right-center,high,united states,"16,355",freedom alliance,1668.0,freedom alliance
,,,,,,,,,https://mediabiasfactcheck.com/freedom-house/,right-center,high,united states,"357,078",freedom house,1669.0,freedom house
,,,,,,,,,https://mediabiasfactcheck.com/freedom-news-and-journal/,left,high,united kingdom,"10,071",freedom news and journal,1670.0,freedom news and journal
,,,,,,,,,https://mediabiasfactcheck.com/fresno-bee/,left-center,high,united states,"1,390,633",fresno bee,1671.0,fresno bee
,,,,,,,,,https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/,left-center,high,united states,"5,070",the frontier,1672.0,the frontier
,,,,,,,,,https://mediabiasfactcheck.com/fstv-freespeech-org/,left,high,united states,"138,100",fstv (freespeech.org),1673.0,fstv (freespeech)
,,,,,,,,,https://mediabiasfactcheck.com/full-fact-uk/,center,high,united kingdom,"50,465",full fact uk,1674.0,full fact uk
,,,,,,,,,https://mediabiasfactcheck.com/fusion/,left-center,high,united states,"63,486",fusion,1675.0,fusion
,,,,,,,,,https://mediabiasfactcheck.com/futurism/,pro-science,high,united states,"184,805",futurism,1676.0,futurism
,,,,,,,,,https://mediabiasfactcheck.com/gainesville-sun/,center,high,united states,"200,104",gainesville sun,1677.0,gainesville sun
,,,,,,,,,https://mediabiasfactcheck.com/gay-star-news/,left-center,high,united states,"99,086",gay star news,1678.0,gay star news
,,,,,,,,,https://mediabiasfactcheck.com/gbtimes/,center,high,china,"112,884",gbtimes,1679.0,gbtimes
,,,,,,,,,https://mediabiasfactcheck.com/gears-of-biz/,center,high,united states,"86,783",gears of biz,1680.0,gears of biz
,,,,,,,,,https://mediabiasfactcheck.com/geek-com/,center,high,united states,"4,078,433",geek.com,1681.0,geek
,,,,,,,,,https://mediabiasfactcheck.com/genetic-literacy-project/,pro-science,high,united states,"90,922",genetic literacy project,1682.0,genetic literacy project
,,,,,,,,,https://mediabiasfactcheck.com/gizmodo/,left,high,united states,"15,222,250",gizmodo,1683.0,gizmodo
,,,,,,,,,https://mediabiasfactcheck.com/glamour-magazine/,left-center,high,united states,"2,168,828",glamour magazine,1684.0,glamour magazine
,,,,,,,,,https://mediabiasfactcheck.com/global-citizen/,left-center,high,united states,"131,942",global citizen,1685.0,global citizen
,,,,,,,,,https://mediabiasfactcheck.com/global-integrity/,center,high,united states,"40,831",global integrity,1686.0,global integrity
,,,,,,,,,https://mediabiasfactcheck.com/global-news/,left-center,high,canada,"842,254",global news,1687.0,global news
,,,,,,,,,https://mediabiasfactcheck.com/global-post/,left-center,high,united states,"3,760,877",global post,1688.0,global post
,,,,,,,,,https://mediabiasfactcheck.com/global-risk-insights-gri/,left-center,high,united kingdom,"46,415",global risk insights,1689.0,global risk insights
,,,,,,,,,https://mediabiasfactcheck.com/global-slavery-index/,center,high,australia,"20,446",global slavery index,1690.0,global slavery index
,,,,,,,,,https://mediabiasfactcheck.com/global-voices/,left,high,united states,"179,250",global voices,1691.0,global voices
,,,,,,,,,https://mediabiasfactcheck.com/globe-gazette-iowa/,center,high,united states,"36,123",globe gazette (iowa),1692.0,globe gazette (iowa)
,,,,,,,,,https://mediabiasfactcheck.com/good-magazine/,left,high,united states,"356,391",good magazine,1693.0,good magazine
,,,,,,,,,https://mediabiasfactcheck.com/goodnewsnetwork/,center,high,united states,"125,709",goodnewsnetwork,1694.0,goodnewsnetwork
,,,,,,,,,https://mediabiasfactcheck.com/gothamist/,left-center,high,united states,"1,069,584",gothamist,1695.0,gothamist
,,,,,,,,,https://mediabiasfactcheck.com/governing-magazine/,left-center,high,united states,"153,426",governing magazine,1696.0,governing magazine
,,,,,,,,,https://mediabiasfactcheck.com/government-accountability-project-gap/,left-center,high,united states,0,government accountability project (gap),1697.0,government accountability project (gap)
,,,,,,,,,https://mediabiasfactcheck.com/government-executive/,left-center,high,united states,"160,088",government executive,1698.0,government executive
,,,,,,,,,https://mediabiasfactcheck.com/grand-rapids-press/,right-center,high,united states,"2,883,294",grand rapids press,1700.0,grand rapids press
,,,,,,,,,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,left,high,united states,"345,015",grasping reality with both hands: bradford delong,1701.0,grasping reality with both hands: bradford delong
,,,,,,,,,https://mediabiasfactcheck.com/great-falls-tribune/,center,high,united states,"943,892",great falls tribune,1702.0,great falls tribune
,,,,,,,,,https://mediabiasfactcheck.com/green-bay-press-gazette/,center,high,united states,"949,961",green bay press-gazette,1703.0,green bay press-gazette
,,,,,,,,,https://mediabiasfactcheck.com/greentech-media/,left-center,high,united states,"158,742",greentech media,1704.0,greentech media
,,,,,,,,,https://mediabiasfactcheck.com/greenville-news/,center,high,united states,"1,132,137",greenville news,1705.0,greenville news
,,,,,,,,,https://mediabiasfactcheck.com/grit-post/,left,high,united states,"7,064",grit post,1707.0,grit post
,,,,,,,,,https://mediabiasfactcheck.com/group-of-thirty/,center,high,united states,"47,111",group of thirty,1708.0,group of thirty
,,,,,,,,,https://mediabiasfactcheck.com/guardian-liberty-voice/,left,high,united states,"224,300",guardian liberty voice,1709.0,guardian liberty voice
,,,,,,,,,https://mediabiasfactcheck.com/gulf-news/,right-center,high,united arab emirates,"991,254",gulf news,1710.0,gulf news
,,,,,,,,,https://mediabiasfactcheck.com/gun-violence-archive/,left-center,high,united states,"240,068",gun violence archive,1711.0,gun violence archive
,,,,,,,,,https://mediabiasfactcheck.com/guns-com/,right-center,high,united states,"82,310",guns.com,1712.0,guns
,,,,,,,,,https://mediabiasfactcheck.com/haaretz/,left,high,israel,"7,203,869",haaretz,1713.0,haaretz
,,,,,,,,,https://mediabiasfactcheck.com/hanford-sentinel-bias-rating/,center,high,united states,"9,653",hanford sentinel,1714.0,hanford sentinel
,,,,,,,,,https://mediabiasfactcheck.com/harpers/,left-center,high,united states,"824,053",harper's magazine,1715.0,harper's magazine
,,,,,,,,,https://mediabiasfactcheck.com/harvard-business-review/,center,high,united states,"2,026,404",harvard business review,1716.0,harvard business review
,,,,,,,,,https://mediabiasfactcheck.com/harvard-gazette/,center,high,united states,"3,398",harvard gazette,1717.0,harvard gazette
,,,,,,,,,https://mediabiasfactcheck.com/harvard-political-review/,left-center,high,united states,"17,301",harvard political review,1718.0,harvard political review
,,,,,,,,,https://mediabiasfactcheck.com/healio/,pro-science,high,united states,nan,healio,1719.0,healio
,,,,,,,,,https://mediabiasfactcheck.com/healthcare-finance-news/,center,high,united states,"204,610",healthcare finance news,1720.0,healthcare finance news
,,,,,,,,,https://mediabiasfactcheck.com/healthline/,pro-science,high,united states,"389,862",healthline,1721.0,healthline
,,,,,,,,,https://mediabiasfactcheck.com/healthyway/,left-center,high,united states,"3,448",healthyway,1722.0,healthyway
,,,,,,,,,https://mediabiasfactcheck.com/helsingin-sanomat/,left-center,high,finland,0,helsingin sanomat,1724.0,helsingin sanomat
,,,,,,,,,https://mediabiasfactcheck.com/helsinki-times/,left-center,high,finland,"97,603",helsinki times,1725.0,helsinki times
,,,,,,,,,https://mediabiasfactcheck.com/herald-review-illinois/,center,high,united states,"12,315",herald & review,1726.0,herald & review
,,,,,,,,,https://mediabiasfactcheck.com/herald-sun/,right-center,high,australia,"2,262,714",herald sun (aus),1727.0,herald sun (aus)
,,,,,,,,,https://mediabiasfactcheck.com/heterodox-academy/,right-center,high,united states,"228,472",heterodox academy,1728.0,heterodox academy
,,,,,,,,,https://mediabiasfactcheck.com/high-country-news/,left-center,high,united states,"165,408",high country news,1729.0,high country news
,,,,,,,,,https://mediabiasfactcheck.com/high-point-enterprise/,right-center,high,united states,"3,801",high point enterprise,1730.0,high point enterprise
,,,,,,,,,https://mediabiasfactcheck.com/highline/,left-center,high,united states,"4,062,911",highline,1731.0,highline
,,,,,,,,,https://mediabiasfactcheck.com/hill-reporter/,left,high,united states,"19,107",hill reporter,1732.0,hill reporter
,,,,,,,,,https://mediabiasfactcheck.com/hindustan-times/,left-center,high,nan,"7,372,177",hindustan times,1733.0,hindustan times
,,,,,,,,,https://mediabiasfactcheck.com/history-news-network/,left-center,high,united states,"100,862",history news network,1734.0,history news network
,,,,,,,,,https://mediabiasfactcheck.com/hollywood-reporter/,left-center,high,united states,"3,250,767",hollywood reporter,1735.0,hollywood reporter
,,,,,,,,,https://mediabiasfactcheck.com/homeland-security-news-wire/,center,high,united states,"203,837",homeland security news wire,1736.0,homeland security news wire
,,,,,,,,,https://mediabiasfactcheck.com/honest-reporting/,right-center,high,united states,"208,671",honest reporting,1737.0,honest reporting
,,,,,,,,,https://mediabiasfactcheck.com/honolulu-star-advertiser/,left-center,high,united states,"876,756",honolulu star-advertiser,1739.0,honolulu star-advertiser
,,,,,,,,,https://mediabiasfactcheck.com/hoover-institution/,right-center,high,united states,"284,742",hoover institution,1740.0,hoover institution
,,,,,,,,,https://mediabiasfactcheck.com/hudson-institute/,right,high,united states,"224,976",hudson institute,1742.0,hudson institute
,,,,,,,,,https://mediabiasfactcheck.com/human-rights-campaign/,left,high,united states,"543,038",human rights campaign,1743.0,human rights campaign
,,,,,,,,,https://mediabiasfactcheck.com/human-rights-watch/,left-center,high,united states,"1,516,726",human rights watch,1744.0,human rights watch
,,,,,,,,,https://mediabiasfactcheck.com/humanium/,left-center,high,switzerland,"4,005",humanium,1745.0,humanium
,,,,,,,,,https://mediabiasfactcheck.com/hurriyet-daily-news/,left-center,high,turkey,"2,400,729",hurriyet daily news,1746.0,hurriyet daily news
,,,,,,,,,https://mediabiasfactcheck.com/i24-news/,center,high,israel,"12,108",i24 news,1747.0,i24 news
,,,,,,,,,https://mediabiasfactcheck.com/ice-news/,left-center,high,iceland,"52,458",ice news,1748.0,ice news
,,,,,,,,,https://mediabiasfactcheck.com/icitizen/,center,high,united states,355,icitizen,1749.0,icitizen
,,,,,,,,,https://mediabiasfactcheck.com/if-america-knew/,left-center,high,united states,"189,372",if america knew,1751.0,if america knew
,,,,,,,,,https://mediabiasfactcheck.com/ihs-janes-360/,center,high,united kingdom,"508,081",janes 360,1752.0,janes 360
,,,,,,,,,https://mediabiasfactcheck.com/illinois-policy-institute/,right,high,united states,"115,204",illinois policy institute,1753.0,illinois policy institute
,,,,,,,,,https://mediabiasfactcheck.com/imediaethics/,center,high,united states,"29,279",imediaethics,1754.0,imediaethics
,,,,,,,,,https://mediabiasfactcheck.com/in-defence-of-marxism/,left,high,united kingdom,"410,072",in defence of marxism,1755.0,in defence of marxism
,,,,,,,,,https://mediabiasfactcheck.com/in-homeland-security/,right-center,high,united states,"100,296",in homeland security,1756.0,in homeland security
,,,,,,,,,https://mediabiasfactcheck.com/independent-australia/,left-center,high,australia,"71,950",independent australia,1757.0,independent australia
,,,,,,,,,https://mediabiasfactcheck.com/independent-media-center/,left-center,high,united states,"4,415,343",independent media center,1759.0,independent media center
,,,,,,,,,https://mediabiasfactcheck.com/independent-record-montana/,center,high,united states,"34,763",independent record (montana),1760.0,independent record (montana)
,,,,,,,,,https://mediabiasfactcheck.com/independent-voter-network-ivn/,center,high,united states,"52,880",independent voter network (ivn),1761.0,independent voter network (ivn)
,,,,,,,,,https://mediabiasfactcheck.com/independent-womens-forum-iwf/,right,high,united states,"52,315",independent women's forum,1762.0,independent women's forum
,,,,,,,,,https://mediabiasfactcheck.com/india-today/,center,high,india,"889,956",india today,1763.0,india today
,,,,,,,,,https://mediabiasfactcheck.com/indianapolis-star/,center,high,united states,"1,048,386",indianapolis star,1764.0,indianapolis star
,,,,,,,,,https://mediabiasfactcheck.com/inequality-media/,left,high,united states,544,inequality media,1765.0,inequality media
,,,,,,,,,https://mediabiasfactcheck.com/inews/,left-center,high,united kingdom,"2,479,191",inews,1766.0,inews
,,,,,,,,,https://mediabiasfactcheck.com/influence-watch/,right,high,united states,"8,002",influence watch,1767.0,influence watch
,,,,,,,,,https://mediabiasfactcheck.com/infobae/,left-center,high,argentina,0,infobae,1768.0,infobae
,,,,,,,,,https://mediabiasfactcheck.com/informed-comment/,left,high,united states,"2,997,222",informed comment (juan cole),1769.0,informedment (juan cole)
,,,,,,,,,https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating/,right-center,high,united states,"430,554",inforum (the forum of fargo-moorhead),1770.0,inforum (the forum of fargo-moorhead)
,,,,,,,,,https://mediabiasfactcheck.com/inland-valley-daily-bulletin/,center,high,united states,"237,338",inland valley bulletin,1771.0,inland valley bulletin
,,,,,,,,,https://mediabiasfactcheck.com/inquisitr/,left-center,high,united states,"1,630,466",inquisitr,1772.0,inquisitr
,,,,,,,,,https://mediabiasfactcheck.com/inside-edition/,left-center,high,united states,"399,761",inside edition,1773.0,inside edition
,,,,,,,,,https://mediabiasfactcheck.com/inside-higher-ed/,left-center,high,united states,"1,601,473",inside higher ed,1774.0,inside higher ed
,,,,,,,,,https://mediabiasfactcheck.com/insideclimate-news/,left-center,high,united states,"286,588",insideclimate news,1776.0,insideclimate news
,,,,,,,,,https://mediabiasfactcheck.com/insidesources/,right-center,high,united states,"3,525",insidesources,1777.0,insidesources
,,,,,,,,,https://mediabiasfactcheck.com/institute-for-humane-studies/,right-center,high,united states,"5,301",institute for humane studies,1778.0,institute for humane studies
,,,,,,,,,https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,left-center,high,united states,"27,830",institute for middle east understanding,1779.0,institute for middle east understanding
,,,,,,,,,https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,left-center,high,united states,"33,454",institute on taxation and economic policy (itep),1780.0,institute on taxation and economic policy (itep)
,,,,,,,,,https://mediabiasfactcheck.com/institute-policy-studies/,left,high,united states,"192,354",institute for policy studies,1781.0,institute for policy studies
,,,,,,,,,https://mediabiasfactcheck.com/international-center-for-research-on-women/,left-center,high,united states,"72,444",international center for research on women,1782.0,international center for research on women
,,,,,,,,,https://mediabiasfactcheck.com/international-crisis-group/,left-center,high,united states,"312,267",international crisis group,1783.0,international crisis group
,,,,,,,,,https://mediabiasfactcheck.com/international-energy-agency-iea/,center,high,united states,"931,409",international energy agency,1784.0,international energy agency
,,,,,,,,,https://mediabiasfactcheck.com/international-rescue-committee-irc/,center,high,united states,"255,118",international rescue committee,1785.0,international rescuemittee
,,,,,,,,,https://mediabiasfactcheck.com/inverse/,left-center,high,united states,"53,137",inverse,1786.0,inverse
,,,,,,,,,https://mediabiasfactcheck.com/investopedia/,center,high,united states,"630,584",investopedia,1787.0,investopedia
,,,,,,,,,https://mediabiasfactcheck.com/iowa-starting-line/,left,high,united states,"26,421",iowa starting line,1788.0,iowa starting line
,,,,,,,,,https://mediabiasfactcheck.com/ipolitics/,left-center,high,canada,"149,985",ipolitics,1789.0,ipolitics
,,,,,,,,,https://mediabiasfactcheck.com/irin-news/,left-center,high,kenya,"423,225",irin news,1790.0,irin news
,,,,,,,,,https://mediabiasfactcheck.com/irish-independent/,right-center,high,ireland,"1,159,348",irish independent,1791.0,irish independent
,,,,,,,,,https://mediabiasfactcheck.com/israel-hayom/,right-center,high,israel,"59,724",israel hayom,1792.0,israel hayom
,,,,,,,,,https://mediabiasfactcheck.com/issues-in-science-and-technology/,pro-science,high,united states,0,issues in science and technology,1793.0,issues in science and technology
,,,,,,,,,https://mediabiasfactcheck.com/itv-news/,right-center,high,united kingdom,"1,722,579",itv news,1794.0,itv news
,,,,,,,,,https://mediabiasfactcheck.com/jackson-free-press/,left-center,high,united states,"158,410",jackson free press,1795.0,jackson free press
,,,,,,,,,https://mediabiasfactcheck.com/jackson-sun/,center,high,united states,"545,648",jackson sun,1796.0,jackson sun
,,,,,,,,,https://mediabiasfactcheck.com/japan-times/,center,high,japan,"2,837,365",japan times,1798.0,japan times
,,,,,,,,,https://mediabiasfactcheck.com/japan-today/,right-center,high,japan,"306,429",japan today,1799.0,japan today
,,,,,,,,,https://mediabiasfactcheck.com/jewish-journal/,right-center,high,united states,"24,137",jewish jounral,1800.0,jewish jounral
,,,,,,,,,https://mediabiasfactcheck.com/jewish-news-syndicate-jns/,right-center,high,israel,"53,986",jewish news syndicate,1801.0,jewish news syndicate
,,,,,,,,,https://mediabiasfactcheck.com/jewish-policy-center/,right,high,united states,"17,461",jewish policy center,1802.0,jewish policy center
,,,,,,,,,https://mediabiasfactcheck.com/jewish-telegraphic-agency-jta/,center,high,israel,"1,556,381",jewish telegraphic agency (jta),1803.0,jewish telegraphic agency (jta)
,,,,,,,,,https://mediabiasfactcheck.com/jihadica/,left-center,high,united states,"183,438",jihadica,1804.0,jihadica
,,,,,,,,,https://mediabiasfactcheck.com/joint-center-for-political-and-economic-studies/,left-center,high,united states,"31,580",joint center for polititical and economic studies,1805.0,joint center for polititical and economic studies
,,,,,,,,,https://mediabiasfactcheck.com/journal-gazette-times-courier/,center,high,united states,"214,415",journal gazette,1806.0,journal gazette
,,,,,,,,,https://mediabiasfactcheck.com/journal-standard/,center,high,united states,"812,638",the journal standard,1807.0,the journal standard
,,,,,,,,,https://mediabiasfactcheck.com/just-facts-daily/,right-center,high,united states,"16,950",just facts daily,1808.0,just facts daily
,,,,,,,,,https://mediabiasfactcheck.com/just-security/,left-center,high,united states,"141,107",just security,1809.0,just security
,,,,,,,,,https://mediabiasfactcheck.com/justice-denied/,center,high,united states,"3,125",justice denied,1810.0,justice denied
,,,,,,,,,https://mediabiasfactcheck.com/kaiser-family-foundation/,center,high,united states,"929,618",kaiser family foundation,1811.0,kaiser family foundation
,,,,,,,,,https://mediabiasfactcheck.com/kait8-tv/,center,high,united states,0,kait8-tv,1812.0,kait8-tv
,,,,,,,,,https://mediabiasfactcheck.com/kansas-city-star/,left-center,high,united states,"1,546,533",kansas city star,1813.0,kansas city star
,,,,,,,,,https://mediabiasfactcheck.com/keep-and-bear/,right,high,united states,"15,351",keep and bear,1814.0,keep and bear
,,,,,,,,,https://mediabiasfactcheck.com/kmov/,left-center,high,united states,"113,366",kmov,1815.0,kmov
,,,,,,,,,https://mediabiasfactcheck.com/knight-foundation/,left-center,high,united states,"2,446,290",knight foundation,1816.0,knight foundation
,,,,,,,,,https://mediabiasfactcheck.com/know-your-meme/,center,high,united states,"3,878,941",know your meme,1817.0,know your meme
,,,,,,,,,https://mediabiasfactcheck.com/knowhere/,center,high,united states,"3,171",knowhere,1818.0,knowhere
,,,,,,,,,https://mediabiasfactcheck.com/knoxville-news-sentinel/,center,high,united states,"273,295",knoxville news senitinel,1819.0,knoxville news senitinel
,,,,,,,,,https://mediabiasfactcheck.com/koco-news-5/,left-center,high,united states,"99,271",koco news 5,1820.0,koco news 5
,,,,,,,,,https://mediabiasfactcheck.com/kotaku/,left-center,high,united states,"10,881,595",kotaku,1821.0,kotaku
,,,,,,,,,https://mediabiasfactcheck.com/ktla/,center,high,united states,"416,564",ktla,1822.0,ktla
,,,,,,,,,https://mediabiasfactcheck.com/kutv-salt-lake-city/,right-center,high,united states,"57,198",kutv salt lake city,1823.0,kutv salt lake city
,,,,,,,,,https://mediabiasfactcheck.com/la-presse/,left-center,high,canada,"2,149,716",la presse,1824.0,la presse
,,,,,,,,,https://mediabiasfactcheck.com/la-repubblica/,left-center,high,italy,0,la repubblica,1825.0,la repubblica
,,,,,,,,,https://mediabiasfactcheck.com/la-stampa/,left-center,high,italy,0,la stampa,1826.0,la stampa
,,,,,,,,,https://mediabiasfactcheck.com/la-times-los-angeles-times/,left-center,high,united states,"9,110,488",la times,1827.0,la times
,,,,,,,,,https://mediabiasfactcheck.com/laconia-daily-sun/,left-center,high,united states,0,laconia daily sun,1828.0,laconia daily sun
,,,,,,,,,https://mediabiasfactcheck.com/lansing-state-journal/,center,high,united states,"708,902",lansing state journal,1829.0,lansing state journal
,,,,,,,,,https://mediabiasfactcheck.com/laredo-morning-times-bias-credibility-rating/,right-center,high,united states,"473,767",laredo morning times,1830.0,laredo morning times
,,,,,,,,,https://mediabiasfactcheck.com/las-cruces-sun-news/,center,high,united states,"75,898",las cruces sun-news,1831.0,las cruces sun-news
,,,,,,,,,https://mediabiasfactcheck.com/las-vegas-review-journal/,right-center,high,united states,"1,604,560",las vegas review journal,1832.0,las vegas review journal
,,,,,,,,,https://mediabiasfactcheck.com/latin-times/,left-center,high,united states,"64,399",latin times,1833.0,latin times
,,,,,,,,,https://mediabiasfactcheck.com/lavender-magazine/,left,high,united states,"34,488",lavender magazine,1834.0,lavender magazine
,,,,,,,,,https://mediabiasfactcheck.com/law-com/,center,high,united states,"17,410",law.com,1835.0,law
,,,,,,,,,https://mediabiasfactcheck.com/law-newz/,left-center,high,united states,"310,395",law & crime,1836.0,law & crime
,,,,,,,,,https://mediabiasfactcheck.com/le-devoir/,center,high,canada,"708,767",la devoir,1837.0,la devoir
,,,,,,,,,https://mediabiasfactcheck.com/lead-stories/,center,high,united states,"4,931,398",lead stories,1838.0,lead stories
,,,,,,,,,https://mediabiasfactcheck.com/learn-liberty/,right-center,high,united states,"59,686",learn liberty,1839.0,learn liberty
,,,,,,,,,https://mediabiasfactcheck.com/lebanon-daily-news/,center,high,united states,0,lebanon daily news,1840.0,lebanon daily news
,,,,,,,,,https://mediabiasfactcheck.com/left-foot-forward/,left,high,united kingdom,"244,397",left foot forward,1841.0,left foot forward
,,,,,,,,,https://mediabiasfactcheck.com/left-justified/,left-center,high,united states,"6,083",left justified,1842.0,left justified
,,,,,,,,,https://mediabiasfactcheck.com/left-voice/,left,high,argentina,"2,363,848",left voice,1843.0,left voice
,,,,,,,,,https://mediabiasfactcheck.com/leftcenter/national-monitor/,left-center,high,united states,"17,483",national monitor,1844.0,national monitor
,,,,,,,,,https://mediabiasfactcheck.com/leftscoop/,left,high,united states,"2,175",leftscoop,1845.0,leftscoop
,,,,,,,,,https://mediabiasfactcheck.com/legal-insurrection/,right,high,united states,"1,684,729",legal insurrection,1846.0,legal insurrection
,,,,,,,,,https://mediabiasfactcheck.com/leicester-mercury/,right-center,high,united kingdom,710,leicester mercury,1847.0,leicester mercury
,,,,,,,,,https://mediabiasfactcheck.com/lethbridge-herald/,left-center,high,canada,"312,482",lethbridge herald,1848.0,lethbridge herald
,,,,,,,,,https://mediabiasfactcheck.com/lexington-herald-leader/,left-center,high,united states,"806,467",lexington herald leader,1849.0,lexington herald leader
,,,,,,,,,https://mediabiasfactcheck.com/lexington-institute/,right-center,high,united states,914,lexington institute,1850.0,lexington institute
,,,,,,,,,https://mediabiasfactcheck.com/libcom-org/,left,high,united states,"406,106",libcom.org,1851.0,li
,,,,,,,,,https://mediabiasfactcheck.com/liberal-mountain/,left-center,high,united states,"2,493",liberal mountain,1852.0,liberal mountain
,,,,,,,,,https://mediabiasfactcheck.com/liberals-unite-samuel-warde/,left,high,united states,"63,840",liberals unite,1853.0,liberals unite
,,,,,,,,,https://mediabiasfactcheck.com/liberation-news/,left,high,united states,"97,253",liberation news,1854.0,liberation news
,,,,,,,,,https://mediabiasfactcheck.com/libertarianism-org/,right-center,high,united states,"127,001",libertarianism.org,1855.0,libertarianism
,,,,,,,,,https://mediabiasfactcheck.com/liberty-viral/,right-center,high,united states,"9,093",liberty viral,1856.0,liberty viral
,,,,,,,,,https://mediabiasfactcheck.com/lincoln-journal-star/,center,high,united states,"134,264",lincoln journal star,1858.0,lincoln journal star
,,,,,,,,,https://mediabiasfactcheck.com/little-green-footballs/,left,high,united states,"395,083",little green footballs,1859.0,little green footballs
,,,,,,,,,https://mediabiasfactcheck.com/live-science/,pro-science,high,united states,"2,493,511",live science,1860.0,live science
,,,,,,,,,https://mediabiasfactcheck.com/lompoc-record/,center,high,united states,"99,059",lompoc record,1861.0,lompoc record
,,,,,,,,,https://mediabiasfactcheck.com/london-evening-standard/,right-center,high,united kingdom,"4,093,210",london evening standard,1862.0,london evening standard
,,,,,,,,,https://mediabiasfactcheck.com/los-angeles-daily-news/,right-center,high,united states,"1,134,144",los angeles daily news,1863.0,los angeles daily news
,,,,,,,,,https://mediabiasfactcheck.com/los-angeles-magazine/,left-center,high,united states,0,los angeles magazine,1864.0,los angeles magazine
,,,,,,,,,https://mediabiasfactcheck.com/lynx-media/,right-center,high,united states,"11,383",lynx media,1865.0,lynx media
,,,,,,,,,https://mediabiasfactcheck.com/mackinac-center-for-public-policy/,right-center,high,united states,"4,079,199",mackinac center for public policy,1866.0,mackinac center for public policy
,,,,,,,,,https://mediabiasfactcheck.com/macleans-magazine/,right-center,high,canada,"690,735",maclean's magazine,1867.0,maclean's magazine
,,,,,,,,,https://mediabiasfactcheck.com/maine-beacon/,left-center,high,united states,"3,547",maine beacon,1868.0,maine beacon
,,,,,,,,,https://mediabiasfactcheck.com/mainichi-shimbun-bias-credibility/,left-center,high,japan,"2,751,869",mainichi shimbun,1869.0,mainichi shimbun
,,,,,,,,,https://mediabiasfactcheck.com/makeuseof/,center,high,united states,"229,798",makeuseof,1870.0,makeuseof
,,,,,,,,,https://mediabiasfactcheck.com/manchester-union-leader/,right,high,united states,"635,931",manchester union leader,1871.0,manchester union leader
,,,,,,,,,https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/,right-center,high,united states,"161,862",manhattan institute for policy research,1872.0,manhattan institute for policy research
,,,,,,,,,https://mediabiasfactcheck.com/maplight/,left-center,high,united states,"227,970",maplight,1873.0,maplight
,,,,,,,,,https://mediabiasfactcheck.com/marginal-revolution/,right-center,high,united states,0,marginal revolution,1874.0,marginal revolution
,,,,,,,,,https://mediabiasfactcheck.com/mediafile/,left-center,high,united states,"7,084",mediafile,1878.0,mediafile
,,,,,,,,,https://mediabiasfactcheck.com/mediashift/,center,high,united states,"156,438",mediashift,1880.0,mediashift
,,,,,,,,,https://mediabiasfactcheck.com/medical-news-today/,pro-science,high,united states,"1,331,802",medical news today,1881.0,medical news today
,,,,,,,,,https://mediabiasfactcheck.com/medicalxpress/,pro-science,high,united kingdom,"848,528",medical xpress,1882.0,medical xpress
,,,,,,,,,https://mediabiasfactcheck.com/medium/,left-center,high,united states,"3,931,472",medium,1883.0,medium
,,,,,,,,,https://mediabiasfactcheck.com/meduza/,left,high,latvia,"97,678",meduza,1884.0,meduza
,,,,,,,,,https://mediabiasfactcheck.com/mental-daily/,pro-science,high,united states,"3,942",mental daily,1885.0,mental daily
