name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
salem radio network news,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/,right-center,high,united states,"150,090"
salt lake tribune,https://mediabiasfactcheck.com/salt-lake-tribune/,left-center,high,united states,"725,600"
san antonio express,https://mediabiasfactcheck.com/san-antonio-express-news/,left-center,high,united states,"1,767,385"
san bernadino sun,https://mediabiasfactcheck.com/san-bernardino-sun/,right-center,high,united states,"432,828"
san diego free press,https://mediabiasfactcheck.com/san-diego-free-press/,left-center,high,united states,"64,688"
san diego reader,https://mediabiasfactcheck.com/san-diego-reader/,left-center,high,united states,"565,345"
san diego union tribune,https://mediabiasfactcheck.com/san-diego-union-tribune/,center,high,united states,"1,268,986"
san francisco examiner,https://mediabiasfactcheck.com/san-francisco-examiner/,left-center,high,united states,"41,697"
san luis obispo tribune,https://mediabiasfactcheck.com/san-luis-obispo-tribune/,left-center,high,united states,0
san marcos daily record,https://mediabiasfactcheck.com/san-marcos-daily-record/,center,high,united states,"19,610"
santa barbara independent,https://mediabiasfactcheck.com/santa-barbara-independent/,left-center,high,united states,"129,663"
santa maria times,https://mediabiasfactcheck.com/santa-maria-times/,center,high,united states,"103,021"
sapiens,https://mediabiasfactcheck.com/sapiens/,left-center,high,united states,571
sarasota herald-tribune,https://mediabiasfactcheck.com/sarasota-herald-tribune/,center,high,united states,"174,015"
saskatoon starphoenix,https://mediabiasfactcheck.com/saskatoon-starphoenix/,right-center,high,united states,"382,313"
saudi gazette,https://mediabiasfactcheck.com/saudi-gazette/,left-center,high,saudi arabia,"353,717"
savannah morning news,https://mediabiasfactcheck.com/savannah-morning-news/,right-center,high,united states,"631,217"
save jersey,https://mediabiasfactcheck.com/save-jersey/,right,high,united states,"31,530"
sayfie review,https://mediabiasfactcheck.com/sayfie-review/,center,high,united states,"157,963"
scary mommy,https://mediabiasfactcheck.com/scary-mommy/,left,high,united states,"218,847"
scicentral,https://mediabiasfactcheck.com/scicentral/,pro-science,high,,"20,819"
science based medicine,https://mediabiasfactcheck.com/science-based-medicine/,pro-science,high,united states,"201,103"
science history institute,https://mediabiasfactcheck.com/science-history-institute/,pro-science,high,united states,"50,316"
science media centre,https://mediabiasfactcheck.com/science-media-centre/,pro-science,high,united kingdom,"31,778"
science news,https://mediabiasfactcheck.com/science-news/,pro-science,high,,"471,063"
science trends,https://mediabiasfactcheck.com/science-trends/,pro-science,high,,"7,884"
sciencealert,https://mediabiasfactcheck.com/sciencealert/,pro-science,high,australia,"201,938"
science blogs,https://mediabiasfactcheck.com/scienceblogs/,pro-science,high,united states,"615,551"
sciencing,https://mediabiasfactcheck.com/sciencing/,left-center,high,united states,0
scoopnest,https://mediabiasfactcheck.com/scoopnest/,center,high,,"6,696,015"
scoopwhoop,https://mediabiasfactcheck.com/scoopwhoop/,left-center,high,,"9,223"
scotusblog,https://mediabiasfactcheck.com/scotusblog/,center,high,united states,"1,526,573"
scroll.in,https://mediabiasfactcheck.com/scroll-in/,left-center,high,,"430,289"
seattle post-intelligencer,https://mediabiasfactcheck.com/seattle-post-intelligencer/,left-center,high,united states,"312,815"
seeker daily,https://mediabiasfactcheck.com/seeker-daily/,pro-science,high,,"150,928"
sentencing project,https://mediabiasfactcheck.com/sentencing-project/,left-center,high,,"106,109"
shadow proof,https://mediabiasfactcheck.com/shadow-proof/,left,high,,"2,259,860"
shame project,https://mediabiasfactcheck.com/shame-project/,left-center,high,,"2,844"
shareably,https://mediabiasfactcheck.com/shareably/,center,high,,"2,644"
shorenstein center,https://mediabiasfactcheck.com/shorenstein-center/,center,high,united states,"21,355"
shreveport times,https://mediabiasfactcheck.com/shreveport-times/,center,high,united states,"7,014"
simple politics,https://mediabiasfactcheck.com/simple-politics/,center,high,,669
sioux city journal,https://mediabiasfactcheck.com/sioux-city-journal/,center,high,united states,"23,808"
skepticink,https://mediabiasfactcheck.com/skeptic-ink/,pro-science,high,,"19,136"
skeptic magazine,https://mediabiasfactcheck.com/skeptic-magazine/,pro-science,high,,"363,945"
sky news,https://mediabiasfactcheck.com/sky-news/,center,high,united kingdom,"5,615,938"
sludge,https://mediabiasfactcheck.com/sludge/,left,high,united states,"12,622"
socialist standard,https://mediabiasfactcheck.com/socialist-standard/,left,high,,"68,921"
socialistworker,https://mediabiasfactcheck.com/socialistworker-org/,left,high,,"470,970"
sofrep,https://mediabiasfactcheck.com/sofrep/,right-center,high,united states,"37,977"
sojourners,https://mediabiasfactcheck.com/sojourners-soho/,left-center,high,,"599,593"
sootoday,https://mediabiasfactcheck.com/sootoday-com/,left-center,high,,"795,830"
the source newspaper (la source),https://mediabiasfactcheck.com/source-newspaper-la-source/,left,high,,330
sourcewatch,https://mediabiasfactcheck.com/sourcewatch/,left,high,united states,"176,673"
south florida sun-sentinel,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,right-center,high,united states,"1,200,020"
southern poverty law center,https://mediabiasfactcheck.com/southern-poverty-law-center/,left,high,united states,"1,650,977"
space,https://mediabiasfactcheck.com/space-com/,pro-science,high,united states,"3,289,458"
special broadcasting service,https://mediabiasfactcheck.com/special-broadcasting-service-sbs/,left-center,high,,"1,071,987"
spectrum news - ny1,https://mediabiasfactcheck.com/spectrum-news-ny1/,center,high,united states,"52,190"
spectrum report,https://mediabiasfactcheck.com/spectrum-report/,center,high,united states,"122,665"
spiegel online,https://mediabiasfactcheck.com/spiegel-online/,left-center,high,germany,"8,964,884"
st. cloud times,https://mediabiasfactcheck.com/st-cloud-times/,center,high,united states,"852,728"
st. paul pioneer press,https://mediabiasfactcheck.com/st-paul-pioneer-press/,left-center,high,united states,"408,612"
st. pete for peace,https://mediabiasfactcheck.com/st-pete-for-peace/,left,high,united states,75
star ledger,https://mediabiasfactcheck.com/star-ledger/,left-center,high,united states,"7,579,582"
fort worth star-telegram,https://mediabiasfactcheck.com/star-telegram/,right-center,high,united states,"1,313,298"
stars and stripes,https://mediabiasfactcheck.com/stars-and-stripes/,center,high,united states,"362,446"
stat (news),https://mediabiasfactcheck.com/stat-news/,center,high,united states,"154,051"
staten island advance,https://mediabiasfactcheck.com/staten-island-advance/,left-center,high,united states,"2,545,538"
statesman journal,https://mediabiasfactcheck.com/statesman-journal/,right-center,high,united states,"1,086,064"
stimson center,https://mediabiasfactcheck.com/stimson-center/,center,high,united states,238
stock news usa,https://mediabiasfactcheck.com/stock-news-usa/,center,high,united states,"23,065"
stock news daily,https://mediabiasfactcheck.com/stocks-news-daily/,left-center,high,united states,"1,651"
stop fake,https://mediabiasfactcheck.com/stopfake/,left-center,high,ukraine,"98,675"
strategypage,https://mediabiasfactcheck.com/strategypage/,center,high,,"697,875"
stratfor,https://mediabiasfactcheck.com/stratfor/,center,high,united states,"895,928"
student daily news,https://mediabiasfactcheck.com/student-daily-news/,right-center,high,,"37,993"
stuff,https://mediabiasfactcheck.com/stuff/,left-center,high,,"1,157,679"
sunlight foundation,https://mediabiasfactcheck.com/sunlight-foundation/,left-center,high,united states,"721,724"
swi - swissinfo.ch,https://mediabiasfactcheck.com/swi-swissinfo-ch/,left-center,high,,"3,335,592"
tablet magazine,https://mediabiasfactcheck.com/tablet-magazine/,left-center,high,united states,"162,137"
taipei times,https://mediabiasfactcheck.com/taipei-times/,center,high,,"2,869,951"
taiwan news,https://mediabiasfactcheck.com/taiwan-news/,center,high,taiwan,"31,545"
take part,https://mediabiasfactcheck.com/takepart/,left,high,,"63,373"
tampa bay times,https://mediabiasfactcheck.com/tampa-bay-times/,left-center,high,united states,"2,304,736"
tampa tribune,https://mediabiasfactcheck.com/tampa-tribune/,right-center,high,united states,"179,572"
tarbell,https://mediabiasfactcheck.com/tarbell/,left-center,high,united states,"9,214"
task and purpose,https://mediabiasfactcheck.com/task-and-purpose/,center,high,united states,"85,297"
tax justice network,https://mediabiasfactcheck.com/tax-justice-network/,left-center,high,united states,"36,131"
tax policy center,https://mediabiasfactcheck.com/tax-policy-center/,left-center,high,united states,"1,310,731"
tea party patriots,https://mediabiasfactcheck.com/tea-party-patriots/,right,high,united states,"255,856"
tea party tribune,https://mediabiasfactcheck.com/tea-party-tribune/,right,high,united states,"293,007"
techdirt,https://mediabiasfactcheck.com/techdirt/,left-center,high,united states,"1,501,169"
texas monthly,https://mediabiasfactcheck.com/texas-monthly/,left-center,high,united states,"169,722"
texas standard,https://mediabiasfactcheck.com/texas-standard/,center,high,united states,"161,003"
tharawat magazine,https://mediabiasfactcheck.com/tharawat-magazine/,right-center,high,,"26,294"
that's nonsense,https://mediabiasfactcheck.com/thats-nonsense/,center,high,,"8,842"
the age (australia),https://mediabiasfactcheck.com/the-age-australia/,left-center,high,australia,"7,455,360"
the algemeiner journal,https://mediabiasfactcheck.com/the-algemeiner-journal/,right-center,high,,"169,712"
the american interest,https://mediabiasfactcheck.com/the-american-interest/,right-center,high,,"236,134"
the american prospect,https://mediabiasfactcheck.com/the-american-prospect/,left,high,united states,"808,455"
the asahi shimbun,https://mediabiasfactcheck.com/the-asahi-shimbun/,left-center,high,,"5,922,061"
the auburn citizen,https://mediabiasfactcheck.com/the-auburn-citizen/,center,high,united states,"35,026"
the augusta chronicle,https://mediabiasfactcheck.com/the-augusta-chronicle/,right-center,high,united states,"686,927"
the austin chronicle,https://mediabiasfactcheck.com/the-austin-chronicle/,left,high,united states,"922,366"
the australian finacial review,https://mediabiasfactcheck.com/the-australian-financial-review/,center,high,australia,"3,438,778"
the australian,https://mediabiasfactcheck.com/the-australian/,right-center,high,australia,"6,474,571"
the automatic earth,https://mediabiasfactcheck.com/the-automatic-earth/,left-center,high,,"459,555"
the baffler,https://mediabiasfactcheck.com/the-baffler/,left-center,high,,"102,158"
the balance,https://mediabiasfactcheck.com/the-balance/,center,high,,"122,685"
bangkok post,https://mediabiasfactcheck.com/the-bangkok-post/,center,high,thailand,"4,071,416"
baxter bulletin,https://mediabiasfactcheck.com/the-baxter-bulletin/,center,high,united states,"481,326"
the budapest beacon,https://mediabiasfactcheck.com/the-budapest-beacon/,left-center,high,romania,"24,352"
the bulwark,https://mediabiasfactcheck.com/the-bulwark/,right-center,high,united states,"77,143"
the bureau of investigative journalism,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,center,high,,"83,166"
the burning spear,https://mediabiasfactcheck.com/the-burning-spear/,left,high,,"7,070"
the canadian press,https://mediabiasfactcheck.com/the-canadian-press/,center,high,canada,"215,290"
the canary (uk),https://mediabiasfactcheck.com/the-canary-uk/,left,high,united kingdom,"65,889"
center on budget and policy priorities,https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,left-center,high,united states,"207,202"
the century foundation,https://mediabiasfactcheck.com/the-century-foundation/,left-center,high,united states,"59,891"
chicago reporter,https://mediabiasfactcheck.com/the-chicago-reporter/,left-center,high,united states,"5,746"
the china post,https://mediabiasfactcheck.com/the-china-post/,center,high,china,"902,351"
the christian left,https://mediabiasfactcheck.com/the-christian-left/,left-center,high,,"18,756"
the chronicle of higher education,https://mediabiasfactcheck.com/the-chronicle-of-higher-education/,center,high,united states,"725,194"
the cipher brief,https://mediabiasfactcheck.com/the-cipher-brief/,center,high,,"25,375"
the citizen,https://mediabiasfactcheck.com/the-citizen/,left-center,high,,"1,625"
the city,https://mediabiasfactcheck.com/the-city/,left-center,high,united states,0
the climate reality project,https://mediabiasfactcheck.com/the-climate-reality-project/,left,high,,"254,779"
the colorado sun,https://mediabiasfactcheck.com/the-colorado-sun/,left-center,high,united states,0
the conversation,https://mediabiasfactcheck.com/the-conversation/,center,high,united states,"592,753"
the council of canadians,https://mediabiasfactcheck.com/the-council-of-canadians/,left-center,high,canada,"63,593"
the courier mail,https://mediabiasfactcheck.com/the-courier-mail/,right-center,high,united states,"1,242,376"
covid tracking project,https://mediabiasfactcheck.com/the-covid-tracking-project/,center,high,united states,0
the daily buzz,https://mediabiasfactcheck.com/the-daily-buzz/,left,high,,"6,439"
the daily centrist,https://mediabiasfactcheck.com/the-daily-centrist/,center,high,united states,15
the daily chronicle,https://mediabiasfactcheck.com/the-daily-chronicle/,center,high,united states,"362,775"
the daily climate,https://mediabiasfactcheck.com/the-daily-climate/,left-center,high,,"93,682"
the daily gazette,https://mediabiasfactcheck.com/the-daily-gazette/,center,high,united states,"1,201,632"
the daily news (longview),https://mediabiasfactcheck.com/the-daily-news-longview/,center,high,united states,"22,911"
the daily tarheel,https://mediabiasfactcheck.com/the-daily-tarheel/,left-center,high,united states,"138,861"
the daily vox,https://mediabiasfactcheck.com/the-daily-vox/,left,high,united states,"31,313"
the diplomat magazine,https://mediabiasfactcheck.com/the-diplomat-magazine/,center,high,japan,"506,929"
the durango herald,https://mediabiasfactcheck.com/the-durango-herald/,right-center,high,united states,"2,747,340"
the economic times,https://mediabiasfactcheck.com/the-economic-times/,left-center,high,,"6,991,444"
the establishment,https://mediabiasfactcheck.com/the-establishment/,left,high,,"7,124"
the express-times (lehigh valley),https://mediabiasfactcheck.com/the-express-times-lehigh-valley/,left-center,high,united states,"2,574,194"
the forward,https://mediabiasfactcheck.com/the-forward/,left-center,high,united states,"402,068"
the frisky,https://mediabiasfactcheck.com/the-frisky/,left,high,,"156,082"
the fucking news,https://mediabiasfactcheck.com/the-fucking-news/,left,high,,725
the gazette (cedar rapids),https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,right-center,high,united states,"1,941,796"
hartford courant,https://mediabiasfactcheck.com/the-hartford-courant/,left-center,high,united states,"1,706,145"
the herald (everett),https://mediabiasfactcheck.com/the-herald-everett/,left-center,high,united states,"70,847"
"the herald-sun (durham, north carolina)",https://mediabiasfactcheck.com/the-herald-sun-durham-north-carolina/,center,high,united states,"73,243"
the hill talk,https://mediabiasfactcheck.com/the-hill-talk/,left-center,high,united states,464
hindu business line,https://mediabiasfactcheck.com/the-hindu-business-line/,right-center,high,india,"1,154,965"
the hindu,https://mediabiasfactcheck.com/the-hindu/,left-center,high,india,6
the humanist magazine,https://mediabiasfactcheck.com/the-humanist-magazine/,center,high,,"58,183"
the independent review,https://mediabiasfactcheck.com/the-independent-review/,right-center,high,united states,"296,661"
the indian express,https://mediabiasfactcheck.com/the-indian-express/,center,high,india,"3,386,775"
the indypendent,https://mediabiasfactcheck.com/the-indypendent/,left,high,,"96,607"
the intellectualist,https://mediabiasfactcheck.com/the-intellectualist/,left,high,united states,"1,042"
interpreter magazine,https://mediabiasfactcheck.com/the-interpreter-magazine/,left-center,high,united states,"59,223"
the irish times,https://mediabiasfactcheck.com/the-irish-times/,left-center,high,ireland,"2,094,396"
the irrawaddy,https://mediabiasfactcheck.com/the-irrawaddy/,left-center,high,,"253,026"
the jack news,https://mediabiasfactcheck.com/the-jack-news/,right-center,high,,66
the jakarta post,https://mediabiasfactcheck.com/the-jakarta-post/,center,high,indonesia,"2,227,115"
the japan news,https://mediabiasfactcheck.com/the-japan-news/,right-center,high,japan,"955,103"
the jewish press,https://mediabiasfactcheck.com/the-jewish-press/,right-center,high,israel,"243,685"
the jordan times,https://mediabiasfactcheck.com/the-jordan-times/,center,high,jordan,"682,919"
the journal news,https://mediabiasfactcheck.com/the-journal-news/,left-center,high,,"1,065,382"
the knife,https://mediabiasfactcheck.com/the-knife/,center,high,united states,437
the ledger,https://mediabiasfactcheck.com/the-ledger/,right-center,high,,"223,563"
the lily,https://mediabiasfactcheck.com/the-lily/,left,high,,"6,206"
the local (norway),https://mediabiasfactcheck.com/the-local-norway/,left-center,high,norway,"875,266"
the macon telegraph,https://mediabiasfactcheck.com/the-macon-telegraph/,center,high,united states,"798,437"
manila times,https://mediabiasfactcheck.com/the-manila-times/,right-center,high,philippines,"426,113"
the marshall project,https://mediabiasfactcheck.com/the-marshall-project/,center,high,,"88,741"
the meme policeman,https://mediabiasfactcheck.com/the-meme-policeman/,center,high,united states,"2,245"
the middle east in london,https://mediabiasfactcheck.com/the-middle-east-in-london/,center,high,united kingdom,"913,941"
the militant,https://mediabiasfactcheck.com/the-militant/,left,high,united states,"41,100"
the millennial review,https://mediabiasfactcheck.com/the-millennial-review/,right,high,,5
the moderate voice,https://mediabiasfactcheck.com/the-moderate-voice/,left-center,high,united states,"1,213,776"
the modesto bee,https://mediabiasfactcheck.com/the-modesto-bee/,center,high,united states,"1,449,895"
the monthly (australia),https://mediabiasfactcheck.com/the-monthly-australia/,left-center,high,australia,"80,801"
the morning call,https://mediabiasfactcheck.com/the-morning-call/,center,high,,"971,414"
the nation institute,https://mediabiasfactcheck.com/the-nation-institute/,left-center,high,,"46,724"
the nation pakistan,https://mediabiasfactcheck.com/the-nation-pakistan/,right-center,high,pakistan,"2,680,449"
the national memo,https://mediabiasfactcheck.com/the-national-memo/,left,high,united states,"100,165"
the national (uae),https://mediabiasfactcheck.com/the-national-uae/,right-center,high,united arab emirates,"577,766"
the nevada independent,https://mediabiasfactcheck.com/the-nevada-independent/,center,high,united states,"12,324"
the new arab,https://mediabiasfactcheck.com/the-new-arab/,left-center,high,,"559,317"
the new atlantis,https://mediabiasfactcheck.com/the-new-atlantis/,right-center,high,,"216,830"
the new tropic,https://mediabiasfactcheck.com/the-new-tropic/,left-center,high,,813
the news international,https://mediabiasfactcheck.com/the-news-international/,center,high,,"1,251,344"
the news lens,https://mediabiasfactcheck.com/the-news-lens/,right-center,high,,"2,010,124"
the news (mexico city),https://mediabiasfactcheck.com/the-news-mexico-city/,center,high,mexico,"640,733"
the news-times (danbury),https://mediabiasfactcheck.com/the-news-times-danbury/,left-center,high,united states,"1,474,647"
the news tribune,https://mediabiasfactcheck.com/the-news-tribune/,left-center,high,united states,"595,927"
the next web (tnw),https://mediabiasfactcheck.com/the-next-web/,left-center,high,,"1,685,446"
the objective standard,https://mediabiasfactcheck.com/the-objective-standard/,right-center,high,,"151,947"
the observatory,https://mediabiasfactcheck.com/the-observatory/,center,high,,825
the oklahoman,https://mediabiasfactcheck.com/the-oklahoman/,right-center,high,united states,"21,135"
the olympian,https://mediabiasfactcheck.com/the-olympian/,left-center,high,united states,"1,283,712"
the oslo times,https://mediabiasfactcheck.com/the-oslo-times/,left-center,high,norway,"21,516"
the outline,https://mediabiasfactcheck.com/the-outline/,left,high,,"38,303"
the outlook (monmouth university),https://mediabiasfactcheck.com/the-outlook-monmouth-university/,center,high,united states,"30,028"
the palestine chronicle,https://mediabiasfactcheck.com/the-palestine-chronicle/,left,high,united states,"266,818"
the palm beach post,https://mediabiasfactcheck.com/the-palm-beach-post/,left-center,high,united states,"1,185,904"
the pantagraph,https://mediabiasfactcheck.com/the-pantagraph/,center,high,,"47,086"
the patriot-news,https://mediabiasfactcheck.com/the-patriot-news/,left-center,high,united states,"1,763,226"
the phnom penh post,https://mediabiasfactcheck.com/the-phnom-penh-post/,center,high,cambodia,"1,661,126"
the plain dealer,https://mediabiasfactcheck.com/the-plain-dealer/,left-center,high,united states,"5,674,593"
the post and courier,https://mediabiasfactcheck.com/the-post-and-courier/,center,high,,"133,565"
"the post-journal (jamestown, new york)",https://mediabiasfactcheck.com/the-post-journal-jamestown-new-york/,right-center,high,united states,"3,087"
the post-standard (syracuse),https://mediabiasfactcheck.com/the-post-standard-syracuse/,center,high,united states,"2,529,494"
the post star,https://mediabiasfactcheck.com/the-post-star/,center,high,,"28,618"
the press democrat,https://mediabiasfactcheck.com/the-press-democrat/,left-center,high,united states,"399,189"
the press-enterprise,https://mediabiasfactcheck.com/the-press-enterprise/,right-center,high,united states,"551,914"
the progressive,https://mediabiasfactcheck.com/the-progressive/,left,high,united states,"356,080"
providence journal,https://mediabiasfactcheck.com/the-providence-journal/,left-center,high,united states,"1,847,115"
the pulse,https://mediabiasfactcheck.com/the-pulse/,left-center,high,united states,"18,261"
the record (new jersey),https://mediabiasfactcheck.com/the-record-new-jersey/,left-center,high,united states,"246,562"
the republic (indiana),https://mediabiasfactcheck.com/the-republic-indiana/,center,high,united states,"2,290"
the ringer,https://mediabiasfactcheck.com/the-ringer/,left-center,high,,"106,091"
the saturday paper,https://mediabiasfactcheck.com/the-saturday-paper/,left-center,high,,"336,370"
the scotsman,https://mediabiasfactcheck.com/the-scotsman/,center,high,united kingdom,"790,651"
the sentinel (pennsylvania),https://mediabiasfactcheck.com/the-sentinel-pennsylvania/,center,high,united states,"18,944"
the skimm,https://mediabiasfactcheck.com/the-skimm/,left-center,high,united states,"46,166"
the smoking gun,https://mediabiasfactcheck.com/the-smoking-gun/,right-center,high,united states,"1,569,169"
the sociable,https://mediabiasfactcheck.com/the-sociable/,center,high,,"18,267"
the sorrentino,https://mediabiasfactcheck.com/the-sorrentino/,right-center,high,united states,6
the southern illinoisan,https://mediabiasfactcheck.com/the-southern-illinoisan/,center,high,united states,"52,326"
the spectator (usa),https://mediabiasfactcheck.com/the-spectator-usa/,right-center,high,united states,"268,206"
the state press (arizona),https://mediabiasfactcheck.com/the-state-press-arizona/,left-center,high,united states,818
the state,https://mediabiasfactcheck.com/the-state/,left-center,high,,"1,524,020"
the stranger,https://mediabiasfactcheck.com/the-stranger/,left-center,high,,"3,822,921"
the strategy bridge,https://mediabiasfactcheck.com/the-strategy-bridge/,center,high,,"2,622"
the sumter item,https://mediabiasfactcheck.com/the-sumter-item/,right-center,high,united states,"322,297"
the sun magazine,https://mediabiasfactcheck.com/the-sun-magazine/,left-center,high,united states,"43,404"
the swedish wire,https://mediabiasfactcheck.com/the-swedish-wire/,center,high,sweden,"55,345"
the sydney morning herald,https://mediabiasfactcheck.com/the-sydney-morning-herald/,left-center,high,australia,"9,413,386"
the tab,https://mediabiasfactcheck.com/the-tab/,left-center,high,,"39,420"
the tennessean,https://mediabiasfactcheck.com/the-tennessean/,right-center,high,united states,"1,248,168"
the times and democrat,https://mediabiasfactcheck.com/the-times-and-democrat/,center,high,united states,"13,913"
the times herald (port huron),https://mediabiasfactcheck.com/the-times-herald-port-huron/,right-center,high,united states,"412,227"
the times (illinois),https://mediabiasfactcheck.com/the-times-illinois/,center,high,united states,"365,715"
the times uk and sunday times,https://mediabiasfactcheck.com/the-times-of-london/,right-center,high,united kingdom,"12,448,430"
times-picayune,https://mediabiasfactcheck.com/the-times-picayune/,left-center,high,united states,"1,740,691"
the town talk,https://mediabiasfactcheck.com/the-town-talk/,center,high,united states,"592,608"
the trace,https://mediabiasfactcheck.com/the-trace/,left-center,high,,"15,322"
transpartisan review,https://mediabiasfactcheck.com/the-trump-media/,center,high,united states,30
the truth about guns,https://mediabiasfactcheck.com/the-truth-about-guns/,right,high,united states,"199,439"
the truthsetter,https://mediabiasfactcheck.com/the-truthsetter/,center,high,,27
the tyee,https://mediabiasfactcheck.com/the-tyee/,left-center,high,canada,"277,313"
the varsity,https://mediabiasfactcheck.com/the-varsity/,left-center,high,united states,"34,036"
the village voice,https://mediabiasfactcheck.com/the-village-voice/,left,high,united states,"1,041,077"
the vindicator,https://mediabiasfactcheck.com/the-vindicator/,center,high,united states,"3,019"
the virginian-pilot,https://mediabiasfactcheck.com/the-virginian-pilot/,left-center,high,united states,"117,274"
the walrus,https://mediabiasfactcheck.com/the-walrus/,left,high,canada,"57,280"
the waterloo-cedar falls courier,https://mediabiasfactcheck.com/the-waterloo-cedar-falls-courier/,center,high,united states,"17,918"
the week uk,https://mediabiasfactcheck.com/the-week-uk/,left-center,high,united kingdom,"604,188"
the west australian,https://mediabiasfactcheck.com/the-west-australian/,right-center,high,australia,"710,200"
the wilderness society,https://mediabiasfactcheck.com/the-wilderness-society/,left-center,high,united states,"756,361"
the wire - india,https://mediabiasfactcheck.com/the-wire-india/,left-center,high,india,"207,101"
the zero hour,https://mediabiasfactcheck.com/the-zero-hour/,left-center,high,,"5,414"
the improper magazine,https://mediabiasfactcheck.com/theimproper-magazine/,left,high,,"63,367"
thejournal.ie,https://mediabiasfactcheck.com/thejournal-ie/,center,high,ireland,"2,146,651"
them.us,https://mediabiasfactcheck.com/them-us/,left,high,united states,0
thestreet,https://mediabiasfactcheck.com/thestreet/,right-center,high,united states,0
third way,https://mediabiasfactcheck.com/third-way/,center,high,united states,"55,322"
this magazine,https://mediabiasfactcheck.com/this-magazine/,left,high,canada,"25,319"
thomson reuters foundation,https://mediabiasfactcheck.com/thomson-reuters-foundation/,left-center,high,united kingdom,"562,953"
thrillist,https://mediabiasfactcheck.com/thrillist-bias-credibility/,left-center,high,united states,"221,330"
times-news (idaho),https://mediabiasfactcheck.com/times-news-idaho/,center,high,united states,"46,879"
times news (pennsylvania),https://mediabiasfactcheck.com/times-news-pennsylvania/,right-center,high,united states,"115,716"
the times of india,https://mediabiasfactcheck.com/times-of-india/,right-center,high,india,"10,788,866"
times of israel,https://mediabiasfactcheck.com/times-of-israel/,left-center,high,israel,"1,291,282"
times of san diego,https://mediabiasfactcheck.com/times-san-diego/,center,high,united states,"8,282"
to inform is to influence,https://mediabiasfactcheck.com/to-inform-is-to-influence/,left-center,high,united states,"4,322"
today i found out,https://mediabiasfactcheck.com/today-i-found-out/,center,high,,"80,755"
toledo blade,https://mediabiasfactcheck.com/toledo-blade/,right-center,high,united states,"810,509"
tomdispatch,https://mediabiasfactcheck.com/tomdispatch-com/,left-center,high,united states,"854,809"
topeka capital-journal,https://mediabiasfactcheck.com/topeka-capital-journal/,right-center,high,united states,"97,258"
toronto star,https://mediabiasfactcheck.com/toronto-star/,left-center,high,canada,"5,516,206"
treehugger,https://mediabiasfactcheck.com/treehugger/,left,high,united states,"1,405,766"
tri-city herald,https://mediabiasfactcheck.com/tri-city-herald/,center,high,united states,0
tribune magazine uk,https://mediabiasfactcheck.com/tribune-magazine-uk/,left,high,united kingdom,"29,114"
tribune content agency,https://mediabiasfactcheck.com/tribune-news-service/,center,high,united states,"112,014"
truth against the machine,https://mediabiasfactcheck.com/truth-against-the-machine/,left,high,,"8,073"
truth be told,https://mediabiasfactcheck.com/truth-be-told/,center,high,,618
tvw washington state,https://mediabiasfactcheck.com/tvw-washington-state/,center,high,united states,"1,549,256"
undark,https://mediabiasfactcheck.com/undark/,center,high,,"29,880"
understanding reality through science,https://mediabiasfactcheck.com/understand-reality-through-science/,pro-science,high,united states,577
unicorn riot,https://mediabiasfactcheck.com/unicorn-riot/,left-center,high,,"39,965"
union of concerned scientists,https://mediabiasfactcheck.com/union-of-concerned-scientists/,left-center,high,united states,"390,052"
united federation of teachers,https://mediabiasfactcheck.com/united-federation-of-teachers-uft/,left-center,high,united states,"230,715"
united nations environment programme (unep),https://mediabiasfactcheck.com/united-nations-environment-programme-unep/,pro-science,high,kenya,877
united press international (upi),https://mediabiasfactcheck.com/united-press-international-upi/,center,high,united states,"1,801,004"
university business,https://mediabiasfactcheck.com/university-business/,left-center,high,united states,"36,556"
urban institute,https://mediabiasfactcheck.com/urban-institute/,left-center,high,united states,"632,511"
us department of energy - office of science,https://mediabiasfactcheck.com/us-department-energy-office-science/,pro-science,high,united states,"3,278,798"
government accountability office (gao),https://mediabiasfactcheck.com/us-government-accountability-office-gao/,center,high,united states,"175,944"
usnews and world report,https://mediabiasfactcheck.com/us-news-world-report/,left-center,high,united states,"1,396,368"
utah public radio (utr),https://mediabiasfactcheck.com/utah-public-radio-upr/,left-center,high,united states,"3,812"
utah standard-examiner,https://mediabiasfactcheck.com/utah-standard-examiner/,center,high,united states,"38,950"
utica observer-dispatch,https://mediabiasfactcheck.com/utica-observer-dispatch/,left-center,high,united states,"325,682"
valuewalk,https://mediabiasfactcheck.com/valuewalk/,right-center,high,,"735,542"
vancouver sun,https://mediabiasfactcheck.com/vancouver-sun/,right-center,high,canada,"412,481"
variety magazine,https://mediabiasfactcheck.com/variety-magazine/,left-center,high,united states,"3,887,487"
vermont independent,https://mediabiasfactcheck.com/vermont-independent/,left,high,united states,65
verrit,https://mediabiasfactcheck.com/verrit/,left,high,,"1,020"
victoria advocate,https://mediabiasfactcheck.com/victoria-advocate/,left-center,high,united states,0
