name,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
Polygon,https://mediabiasfactcheck.com/polygon/,Left-Center,High,United States,0
Popular Information,https://mediabiasfactcheck.com/popular-information/,Left,High,United States,"15,561"
Popular Mechanics,https://mediabiasfactcheck.com/popular-mechanics/,Pro-Science,High,United States,"1,442,550"
Popular Resistance,https://mediabiasfactcheck.com/popular-resistance/,Left,High,,"167,085"
Popular Science,https://mediabiasfactcheck.com/popular-science/,Pro-Science,High,United States,"609,823"
Population Connection,https://mediabiasfactcheck.com/population-connection/,Left-Center,High,,"138,192"
Populist Wire,https://mediabiasfactcheck.com/populist-wire/,Right,High,,"2,073"
Portland Press-Herald,https://mediabiasfactcheck.com/portland-press-herald/,Left-Center,High,United States,"823,828"
Positive News,https://mediabiasfactcheck.com/positive-news/,Left-Center,High,,"36,364"
Poynter Institute,https://mediabiasfactcheck.com/poynter-institute/,Least Biased,High,United States,"536,899"
PR Newswire,https://mediabiasfactcheck.com/pr-newswire/,Least Biased,High,United States,"2,287,445"
Press Progress,https://mediabiasfactcheck.com/press-progress/,Left,High,,"1,223"
Procon.org,https://mediabiasfactcheck.com/procon-org/,Least Biased,High,United States,"121,475"
Progressive Army,https://mediabiasfactcheck.com/progressive-army/,Left,High,,"25,315"
Project Censored,https://mediabiasfactcheck.com/project-censored/,Left,High,,"267,647"
Project Syndicate,https://mediabiasfactcheck.com/project-syndicate/,Left-Center,High,Czech Republic,"1,031,733"
Propublica,https://mediabiasfactcheck.com/propublica/,Left-Center,High,United States,"1,994,243"
Prospect Magazine,https://mediabiasfactcheck.com/prospect-magazine/,Left-Center,High,United Kingdom,"158,766"
Psych Central,https://mediabiasfactcheck.com/psych-central/,Pro-Science,High,United States,0
Psychology Today,https://mediabiasfactcheck.com/psychology-today/,Pro-Science,High,United States,"180,409"
Public Citizen,https://mediabiasfactcheck.com/public-citizen/,Left-Center,High,,"224,608"
Punching Bag Post,https://mediabiasfactcheck.com/punchingbag-post/,Right-Center,High,,"14,334"
PutinTrump.org,https://mediabiasfactcheck.com/putintrump-org/,Left,High,,943
Quackwatch,https://mediabiasfactcheck.com/quackwatch/,Pro-Science,High,United States,"233,766"
Quad City Times,https://mediabiasfactcheck.com/quad-city-times/,Least Biased,High,United States,"98,997"
Quartz,https://mediabiasfactcheck.com/quartz/,Left-Center,High,United States,"816,997"
Queerty,https://mediabiasfactcheck.com/queerty/,Left,High,United States,"1,736,264"
R Street Institute,https://mediabiasfactcheck.com/r-street-institute/,Right-Center,High,United States,"7,326"
Rabble.ca,https://mediabiasfactcheck.com/rabble-ca/,Left,High,Canada,"359,779"
Radio Free Asia,https://mediabiasfactcheck.com/radio-free-asia/,Left-Center,High,,"815,184"
Raleigh News & Observer,https://mediabiasfactcheck.com/raleigh-news-observer/,Left-Center,High,United States,"1,727,066"
Rand Corporation,https://mediabiasfactcheck.com/rand-corporation/,Least Biased,High,United States,"664,523"
Rantt Media,https://mediabiasfactcheck.com/rantt-media/,Left,High,United States,"4,900"
Rapid City Journal,https://mediabiasfactcheck.com/rapid-city-journal/,Least Biased,High,United States,"39,491"
Rasmussen Reports,https://mediabiasfactcheck.com/rasmussen-reports/,Right-Center,High,United States,"707,528"
RationalWiki,https://mediabiasfactcheck.com/rationalwiki/,Left-Center,High,United States,"26,373"
Raw Progressive,https://mediabiasfactcheck.com/raw-progressive/,Left,High,,5
Reading the Pictures,https://mediabiasfactcheck.com/reading-the-pictures/,Left,High,,"242,985"
Real Clear Defense,https://mediabiasfactcheck.com/real-clear-defense/,Right-Center,High,United States,"190,441"
Real Clear Policy,https://mediabiasfactcheck.com/real-clear-policy/,Right-Center,High,United States,"266,065"
Real Clear Science,https://mediabiasfactcheck.com/real-clear-science/,Pro-Science,High,United States,"393,408"
Real News Network,https://mediabiasfactcheck.com/real-news-network/,Left,High,United States,"642,014"
RealClearReligion,https://mediabiasfactcheck.com/realclearreligion/,Right-Center,High,United States,"377,841"
The Reality-Based Community,https://mediabiasfactcheck.com/reality-based-community/,Left,High,,"856,981"
Realm of History,https://mediabiasfactcheck.com/realm-of-history/,Pro-Science,High,,"4,491"
Reason,https://mediabiasfactcheck.com/reason/,Right-Center,High,United States,"2,279,682"
Recode,https://mediabiasfactcheck.com/recode/,Least Biased,High,United States,"431,379"
Red Pepper,https://mediabiasfactcheck.com/red-pepper/,Left,High,,"152,227"
Red River Valley News,https://mediabiasfactcheck.com/red-river-valley-news/,Right-Center,High,United States,"232,238"
Red State Disaster,https://mediabiasfactcheck.com/red-state-disaster/,Left,High,,4
Red Orbit,https://mediabiasfactcheck.com/redorbit/,Pro-Science,High,,"140,062"
Regina Leader-Post,https://mediabiasfactcheck.com/regina-leader-post/,Right-Center,High,Canada,"376,015"
Relevant Magazine,https://mediabiasfactcheck.com/relevant-magazine/,Least Biased,High,,"312,000"
Religion News Service,https://mediabiasfactcheck.com/religion-news-service-rns/,Left-Center,High,,"230,397"
Remington Research Group,https://mediabiasfactcheck.com/remington-research-group/,Right-Center,High,,332
Reno Gazette Journal,https://mediabiasfactcheck.com/reno-journal-gazette-left-center-bias-credible/,Left-Center,High,United States,"1,108,668"
Reporter Without Borders,https://mediabiasfactcheck.com/reporters-without-borders/,Least Biased,High,,"612,163"
Represent.us,https://mediabiasfactcheck.com/represent-us/,Least Biased,High,United States,"66,195"
Republic Report,https://mediabiasfactcheck.com/republic-report/,Left,High,,"55,030"
The Republican (Masslive),https://mediabiasfactcheck.com/republican-masslive-springfield-bias-rating/,Least Biased,High,United States,"3,347,341"
Republicans Suck,https://mediabiasfactcheck.com/republicans-suck/,Left,High,,"2,173"
ResearchGate,https://mediabiasfactcheck.com/researchgate/,Pro-Science,High,,"5,134,661"
Resource Watch,https://mediabiasfactcheck.com/resource-watch/,Pro-Science,High,,"50,190"
Restore American Glory,https://mediabiasfactcheck.com/restore-american-glory/,Right,High,,"2,470"
Retraction Watch,https://mediabiasfactcheck.com/retraction-watch/,Pro-Science,High,United States,"281,494"
Reveal - Center for Investigative Reporting,https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/,Left-Center,High,United States,"155,962"
Revolution News,https://mediabiasfactcheck.com/revolution-news/,Left,High,Unknown or Invalid Region,"17,094"
ReWire.news,https://mediabiasfactcheck.com/rewire/,Left,High,United States,"245,087"
Right Web,https://mediabiasfactcheck.com/right-web/,Left-Center,High,,"33,867"
Ring of Fire,https://mediabiasfactcheck.com/ring-of-fire/,Left,High,United States,"164,019"
Riverdale Press,https://mediabiasfactcheck.com/riverdale-press/,Least Biased,High,United States,0
Rock Hill Herald,https://mediabiasfactcheck.com/rock-hill-herald/,Left-Center,High,United States,0
Rolling Stone,https://mediabiasfactcheck.com/rolling-stone/,Left,High,United States,"3,890,438"
Roosevelt Institute,https://mediabiasfactcheck.com/roosevelt-institute/,Left-Center,High,United States,"50,144"
RTE (Radio Television of Ireland),https://mediabiasfactcheck.com/rte-radio-television-ireland/,Least Biased,High,Ireland,"819,926"
Rudaw,https://mediabiasfactcheck.com/rudaw/,Left-Center,High,,"24,887"
Russian Media Monitor,https://mediabiasfactcheck.com/russian-media-monitor/,Least Biased,High,United States,"8,522"
Sacramento Bee,https://mediabiasfactcheck.com/sacramento-bee/,Left-Center,High,United States,"1,911,665"
Salem Radio Network News,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/,Right-Center,High,United States,"150,090"
Salon,https://mediabiasfactcheck.com/salon/,Left,High,United States,"2,970,380"
Salt Lake Tribune,https://mediabiasfactcheck.com/salt-lake-tribune/,Left-Center,High,United States,"725,600"
San Antonio Express,https://mediabiasfactcheck.com/san-antonio-express-news/,Left-Center,High,United States,"1,767,385"
San Bernadino Sun,https://mediabiasfactcheck.com/san-bernardino-sun/,Right-Center,High,United States,"432,828"
San Diego Free Press,https://mediabiasfactcheck.com/san-diego-free-press/,Left-Center,High,United States,"64,688"
San Diego Reader,https://mediabiasfactcheck.com/san-diego-reader/,Left-Center,High,United States,"565,345"
San Diego Union Tribune,https://mediabiasfactcheck.com/san-diego-union-tribune/,Least Biased,High,United States,"1,268,986"
San Francisco Chronicle,https://mediabiasfactcheck.com/san-francisco-chronicle/,Left-Center,High,United States,"1,502,415"
San Francisco Examiner,https://mediabiasfactcheck.com/san-francisco-examiner/,Left-Center,High,United States,"41,697"
San Jose Mercury News,https://mediabiasfactcheck.com/san-jose-mercury-news/,Left-Center,High,United States,"1,457,611"
San Luis Obispo Tribune,https://mediabiasfactcheck.com/san-luis-obispo-tribune/,Left-Center,High,United States,0
San Marcos Daily Record,https://mediabiasfactcheck.com/san-marcos-daily-record/,Least Biased,High,United States,"19,610"
Santa Barbara Independent,https://mediabiasfactcheck.com/santa-barbara-independent/,Left-Center,High,United States,"129,663"
Santa Maria Times,https://mediabiasfactcheck.com/santa-maria-times/,Least Biased,High,United States,"103,021"
Sapiens,https://mediabiasfactcheck.com/sapiens/,Left-Center,High,United States,571
Sarasota Herald-Tribune,https://mediabiasfactcheck.com/sarasota-herald-tribune/,Least Biased,High,United States,"174,015"
Saskatoon StarPhoenix,https://mediabiasfactcheck.com/saskatoon-starphoenix/,Right-Center,High,United States,"382,313"
Saudi Gazette,https://mediabiasfactcheck.com/saudi-gazette/,Left-Center,High,Saudi Arabia,"353,717"
Savannah Morning News,https://mediabiasfactcheck.com/savannah-morning-news/,Right-Center,High,United States,"631,217"
Save Jersey,https://mediabiasfactcheck.com/save-jersey/,Right,High,United States,"31,530"
Sayfie Review,https://mediabiasfactcheck.com/sayfie-review/,Least Biased,High,United States,"157,963"
Scary Mommy,https://mediabiasfactcheck.com/scary-mommy/,Left,High,United States,"218,847"
SciCentral,https://mediabiasfactcheck.com/scicentral/,Pro-Science,High,,"20,819"
Science Based Medicine,https://mediabiasfactcheck.com/science-based-medicine/,Pro-Science,High,United States,"201,103"
Science History Institute,https://mediabiasfactcheck.com/science-history-institute/,Pro-Science,High,United States,"50,316"
Science Media Centre,https://mediabiasfactcheck.com/science-media-centre/,Pro-Science,High,United Kingdom,"31,778"
Science News,https://mediabiasfactcheck.com/science-news/,Pro-Science,High,,"471,063"
Science Trends,https://mediabiasfactcheck.com/science-trends/,Pro-Science,High,,"7,884"
ScienceAlert,https://mediabiasfactcheck.com/sciencealert/,Pro-Science,High,Australia,"201,938"
Science Blogs,https://mediabiasfactcheck.com/scienceblogs/,Pro-Science,High,United States,"615,551"
Sciencing,https://mediabiasfactcheck.com/sciencing/,Left-Center,High,United States,0
Scientific American,https://mediabiasfactcheck.com/scientific-american/,Pro-Science,High,United States,"1,708,847"
Scoopnest,https://mediabiasfactcheck.com/scoopnest/,Least Biased,High,,"6,696,015"
ScoopWhoop,https://mediabiasfactcheck.com/scoopwhoop/,Left-Center,High,,"9,223"
SCOTUSblog,https://mediabiasfactcheck.com/scotusblog/,Least Biased,High,United States,"1,526,573"
Scroll.in,https://mediabiasfactcheck.com/scroll-in/,Left-Center,High,,"430,289"
Seattle Post-Intelligencer,https://mediabiasfactcheck.com/seattle-post-intelligencer/,Left-Center,High,United States,"312,815"
Seattle Times,https://mediabiasfactcheck.com/seattle-times/,Left-Center,High,United States,"1,942,916"
Seeker Daily,https://mediabiasfactcheck.com/seeker-daily/,Pro-Science,High,,"150,928"
Sentencing Project,https://mediabiasfactcheck.com/sentencing-project/,Left-Center,High,,"106,109"
SFGate,https://mediabiasfactcheck.com/sfgate/,Left-Center,High,United States,"3,423,720"
Shadow Proof,https://mediabiasfactcheck.com/shadow-proof/,Left,High,,"2,259,860"
Shame Project,https://mediabiasfactcheck.com/shame-project/,Left-Center,High,,"2,844"
Shareably,https://mediabiasfactcheck.com/shareably/,Least Biased,High,,"2,644"
Shorenstein Center,https://mediabiasfactcheck.com/shorenstein-center/,Least Biased,High,United States,"21,355"
Shreveport Times,https://mediabiasfactcheck.com/shreveport-times/,Least Biased,High,United States,"7,014"
Simple Politics,https://mediabiasfactcheck.com/simple-politics/,Least Biased,High,,669
Sioux City Journal,https://mediabiasfactcheck.com/sioux-city-journal/,Least Biased,High,United States,"23,808"
SkepticInk,https://mediabiasfactcheck.com/skeptic-ink/,Pro-Science,High,,"19,136"
Skeptic Magazine,https://mediabiasfactcheck.com/skeptic-magazine/,Pro-Science,High,,"363,945"
Sky News,https://mediabiasfactcheck.com/sky-news/,Least Biased,High,United Kingdom,"5,615,938"
Slate,https://mediabiasfactcheck.com/slate/,Left,High,United States,"3,020,176"
Sludge,https://mediabiasfactcheck.com/sludge/,Left,High,United States,"12,622"
Snopes,https://mediabiasfactcheck.com/snopes/,Least Biased,High,United States,"3,686,779"
Socialist Standard,https://mediabiasfactcheck.com/socialist-standard/,Left,High,,"68,921"
SocialistWorker.org,https://mediabiasfactcheck.com/socialistworker-org/,Left,High,,"470,970"
SOFREP,https://mediabiasfactcheck.com/sofrep/,Right-Center,High,United States,"37,977"
Sojourners,https://mediabiasfactcheck.com/sojourners-soho/,Left-Center,High,,"599,593"
SooToday.com,https://mediabiasfactcheck.com/sootoday-com/,Left-Center,High,,"795,830"
The Source Newspaper (La Source),https://mediabiasfactcheck.com/source-newspaper-la-source/,Left,High,,330
SourceWatch,https://mediabiasfactcheck.com/sourcewatch/,Left,High,United States,"176,673"
South Florida Sun-Sentinel,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,Right-Center,High,United States,"1,200,020"
Southern Poverty Law Center,https://mediabiasfactcheck.com/southern-poverty-law-center/,Left,High,United States,"1,650,977"
Space.com,https://mediabiasfactcheck.com/space-com/,Pro-Science,High,United States,"3,289,458"
Special Broadcasting Service,https://mediabiasfactcheck.com/special-broadcasting-service-sbs/,Left-Center,High,,"1,071,987"
Spectrum News - NY1,https://mediabiasfactcheck.com/spectrum-news-ny1/,Least Biased,High,United States,"52,190"
Spectrum Report,https://mediabiasfactcheck.com/spectrum-report/,Least Biased,High,United States,"122,665"
Spiegel Online,https://mediabiasfactcheck.com/spiegel-online/,Left-Center,High,Germany,"8,964,884"
St. Cloud Times,https://mediabiasfactcheck.com/st-cloud-times/,Least Biased,High,United States,"852,728"
St. Paul Pioneer Press,https://mediabiasfactcheck.com/st-paul-pioneer-press/,Left-Center,High,United States,"408,612"
St. Pete for Peace,https://mediabiasfactcheck.com/st-pete-for-peace/,Left,High,United States,75
Star Ledger,https://mediabiasfactcheck.com/star-ledger/,Left-Center,High,United States,"7,579,582"
Fort Worth Star-Telegram,https://mediabiasfactcheck.com/star-telegram/,Right-Center,High,United States,"1,313,298"
Stars and Stripes,https://mediabiasfactcheck.com/stars-and-stripes/,Least Biased,High,United States,"362,446"
STAT (News),https://mediabiasfactcheck.com/stat-news/,Least Biased,High,United States,"154,051"
Staten Island Advance,https://mediabiasfactcheck.com/staten-island-advance/,Left-Center,High,United States,"2,545,538"
Statesman Journal,https://mediabiasfactcheck.com/statesman-journal/,Right-Center,High,United States,"1,086,064"
Stimson Center,https://mediabiasfactcheck.com/stimson-center/,Least Biased,High,United States,238
Stock News USA,https://mediabiasfactcheck.com/stock-news-usa/,Least Biased,High,United States,"23,065"
Stock News Daily,https://mediabiasfactcheck.com/stocks-news-daily/,Left-Center,High,United States,"1,651"
Stop Fake,https://mediabiasfactcheck.com/stopfake/,Left-Center,High,Ukraine,"98,675"
StrategyPage,https://mediabiasfactcheck.com/strategypage/,Least Biased,High,,"697,875"
Stratfor,https://mediabiasfactcheck.com/stratfor/,Least Biased,High,United States,"895,928"
Student Daily News,https://mediabiasfactcheck.com/student-daily-news/,Right-Center,High,,"37,993"
Stuff,https://mediabiasfactcheck.com/stuff/,Left-Center,High,,"1,157,679"
Sunlight Foundation,https://mediabiasfactcheck.com/sunlight-foundation/,Left-Center,High,United States,"721,724"
SWI - Swissinfo.ch,https://mediabiasfactcheck.com/swi-swissinfo-ch/,Left-Center,High,,"3,335,592"
Tablet Magazine,https://mediabiasfactcheck.com/tablet-magazine/,Left-Center,High,United States,"162,137"
Taipei Times,https://mediabiasfactcheck.com/taipei-times/,Least Biased,High,,"2,869,951"
Taiwan News,https://mediabiasfactcheck.com/taiwan-news/,Least Biased,High,Taiwan,"31,545"
Take Part,https://mediabiasfactcheck.com/takepart/,Left,High,,"63,373"
Tallahasee Democrat,https://mediabiasfactcheck.com/tallahassee-democrat/,Right-Center,High,United States,"474,428"
Tampa Bay Times,https://mediabiasfactcheck.com/tampa-bay-times/,Left-Center,High,United States,"2,304,736"
Tampa Tribune,https://mediabiasfactcheck.com/tampa-tribune/,Right-Center,High,United States,"179,572"
Tarbell,https://mediabiasfactcheck.com/tarbell/,Left-Center,High,United States,"9,214"
Task and Purpose,https://mediabiasfactcheck.com/task-and-purpose/,Least Biased,High,United States,"85,297"
Tax Justice Network,https://mediabiasfactcheck.com/tax-justice-network/,Left-Center,High,United States,"36,131"
Tax Policy Center,https://mediabiasfactcheck.com/tax-policy-center/,Left-Center,High,United States,"1,310,731"
Tea Party Patriots,https://mediabiasfactcheck.com/tea-party-patriots/,Right,High,United States,"255,856"
Tea Party Tribune,https://mediabiasfactcheck.com/tea-party-tribune/,Right,High,United States,"293,007"
TechCrunch,https://mediabiasfactcheck.com/techcrunch/,Left-Center,High,United States,"6,330,407"
Techdirt,https://mediabiasfactcheck.com/techdirt/,Left-Center,High,United States,"1,501,169"
Texas Monthly,https://mediabiasfactcheck.com/texas-monthly/,Left-Center,High,United States,"169,722"
Texas Standard,https://mediabiasfactcheck.com/texas-standard/,Least Biased,High,United States,"161,003"
Texas Tribune,https://mediabiasfactcheck.com/texas-tribune/,Left-Center,High,United States,"501,464"
Tharawat Magazine,https://mediabiasfactcheck.com/tharawat-magazine/,Right-Center,High,,"26,294"
That's Nonsense,https://mediabiasfactcheck.com/thats-nonsense/,Least Biased,High,,"8,842"
The Age (Australia),https://mediabiasfactcheck.com/the-age-australia/,Left-Center,High,Australia,"7,455,360"
The Algemeiner Journal,https://mediabiasfactcheck.com/the-algemeiner-journal/,Right-Center,High,,"169,712"
The American Conservative,https://mediabiasfactcheck.com/the-american-conservative/,Right-Center,High,United States,"1,631,341"
The American Interest,https://mediabiasfactcheck.com/the-american-interest/,Right-Center,High,,"236,134"
The American Prospect,https://mediabiasfactcheck.com/the-american-prospect/,Left,High,United States,"808,455"
The Asahi Shimbun,https://mediabiasfactcheck.com/the-asahi-shimbun/,Left-Center,High,,"5,922,061"
Atlantic,https://mediabiasfactcheck.com/the-atlantic/,Left-Center,High,United States,"2,576,226"
The Auburn Citizen,https://mediabiasfactcheck.com/the-auburn-citizen/,Least Biased,High,United States,"35,026"
The Augusta Chronicle,https://mediabiasfactcheck.com/the-augusta-chronicle/,Right-Center,High,United States,"686,927"
The Austin Chronicle,https://mediabiasfactcheck.com/the-austin-chronicle/,Left,High,United States,"922,366"
The Australian Finacial Review,https://mediabiasfactcheck.com/the-australian-financial-review/,Least Biased,High,Australia,"3,438,778"
The Australian,https://mediabiasfactcheck.com/the-australian/,Right-Center,High,Australia,"6,474,571"
The Automatic Earth,https://mediabiasfactcheck.com/the-automatic-earth/,Left-Center,High,,"459,555"
The Baffler,https://mediabiasfactcheck.com/the-baffler/,Left-Center,High,,"102,158"
The Balance,https://mediabiasfactcheck.com/the-balance/,Least Biased,High,,"122,685"
Bangkok Post,https://mediabiasfactcheck.com/the-bangkok-post/,Least Biased,High,Thailand,"4,071,416"
Baxter Bulletin,https://mediabiasfactcheck.com/the-baxter-bulletin/,Least Biased,High,United States,"481,326"
The Budapest Beacon,https://mediabiasfactcheck.com/the-budapest-beacon/,Left-Center,High,Romania,"24,352"
The Bulwark,https://mediabiasfactcheck.com/the-bulwark/,Right-Center,High,United States,"77,143"
The Bureau of Investigative Journalism,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,Least Biased,High,,"83,166"
The Burning Spear,https://mediabiasfactcheck.com/the-burning-spear/,Left,High,,"7,070"
The Canadian Press,https://mediabiasfactcheck.com/the-canadian-press/,Least Biased,High,Canada,"215,290"
The Canary (UK),https://mediabiasfactcheck.com/the-canary-uk/,Left,High,United Kingdom,"65,889"
Center on Budget and Policy Priorities,https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,Left-Center,High,United States,"207,202"
The Century Foundation,https://mediabiasfactcheck.com/the-century-foundation/,Left-Center,High,United States,"59,891"
Chicago Reporter,https://mediabiasfactcheck.com/the-chicago-reporter/,Left-Center,High,United States,"5,746"
The China Post,https://mediabiasfactcheck.com/the-china-post/,Least Biased,High,China,"902,351"
The Christian Left,https://mediabiasfactcheck.com/the-christian-left/,Left-Center,High,,"18,756"
The Chronicle of Higher Education,https://mediabiasfactcheck.com/the-chronicle-of-higher-education/,Least Biased,High,United States,"725,194"
The Cipher Brief,https://mediabiasfactcheck.com/the-cipher-brief/,Least Biased,High,,"25,375"
The Citizen,https://mediabiasfactcheck.com/the-citizen/,Left-Center,High,,"1,625"
The City,https://mediabiasfactcheck.com/the-city/,Left-Center,High,United States,0
The Climate Reality Project,https://mediabiasfactcheck.com/the-climate-reality-project/,Left,High,,"254,779"
The Colorado Sun,https://mediabiasfactcheck.com/the-colorado-sun/,Left-Center,High,United States,0
The Conversation,https://mediabiasfactcheck.com/the-conversation/,Least Biased,High,United States,"592,753"
The Council of Canadians,https://mediabiasfactcheck.com/the-council-of-canadians/,Left-Center,High,Canada,"63,593"
The Courier-Journal,https://mediabiasfactcheck.com/the-courier-journal/,Left-Center,High,United States,"1,028,462"
The Courier Mail,https://mediabiasfactcheck.com/the-courier-mail/,Right-Center,High,United States,"1,242,376"
Covid Tracking Project,https://mediabiasfactcheck.com/the-covid-tracking-project/,Least Biased,High,United States,0
The Daily Buzz,https://mediabiasfactcheck.com/the-daily-buzz/,Left,High,,"6,439"
The Daily Centrist,https://mediabiasfactcheck.com/the-daily-centrist/,Least Biased,High,United States,15
The Daily Chronicle,https://mediabiasfactcheck.com/the-daily-chronicle/,Least Biased,High,United States,"362,775"
The Daily Climate,https://mediabiasfactcheck.com/the-daily-climate/,Left-Center,High,,"93,682"
The Daily Gazette,https://mediabiasfactcheck.com/the-daily-gazette/,Least Biased,High,United States,"1,201,632"
The Daily News (Longview),https://mediabiasfactcheck.com/the-daily-news-longview/,Least Biased,High,United States,"22,911"
The Daily Northwestern,https://mediabiasfactcheck.com/the-daily-northwestern/,Least Biased,High,United States,"119,191"
The Daily Progress,https://mediabiasfactcheck.com/the-daily-progress/,Least Biased,High,,"173,291"
The Daily Tarheel,https://mediabiasfactcheck.com/the-daily-tarheel/,Left-Center,High,United States,"138,861"
The Daily Vox,https://mediabiasfactcheck.com/the-daily-vox/,Left,High,United States,"31,313"
Des Moines Register,https://mediabiasfactcheck.com/the-des-moines-register/,Least Biased,High,United States,"1,259,246"
The Diplomat Magazine,https://mediabiasfactcheck.com/the-diplomat-magazine/,Least Biased,High,Japan,"506,929"
The Dispatch,https://mediabiasfactcheck.com/the-dispatch/,Right-Center,High,United States,0
The Durango Herald,https://mediabiasfactcheck.com/the-durango-herald/,Right-Center,High,United States,"2,747,340"
The Economic Times,https://mediabiasfactcheck.com/the-economic-times/,Left-Center,High,,"6,991,444"
The Economist,https://mediabiasfactcheck.com/the-economist/,Least Biased,High,United Kingdom,"7,175,952"
The Establishment,https://mediabiasfactcheck.com/the-establishment/,Left,High,,"7,124"
The Express-Times (Lehigh Valley),https://mediabiasfactcheck.com/the-express-times-lehigh-valley/,Left-Center,High,United States,"2,574,194"
The Fiscal Times,https://mediabiasfactcheck.com/the-fiscal-times/,Right-Center,High,,"239,313"
The Flip Side,https://mediabiasfactcheck.com/the-flip-side/,Least Biased,High,United States,0
The Forward,https://mediabiasfactcheck.com/the-forward/,Left-Center,High,United States,"402,068"
The Frisky,https://mediabiasfactcheck.com/the-frisky/,Left,High,,"156,082"
The Fucking News,https://mediabiasfactcheck.com/the-fucking-news/,Left,High,,725
The Gazette (Cedar Rapids),https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,Right-Center,High,United States,"1,941,796"
The Globe and Mail (Toronto),https://mediabiasfactcheck.com/the-globe-and-mail/,Right-Center,High,Canada,"4,000,692"
The Guardian,https://mediabiasfactcheck.com/the-guardian/,Left-Center,High,United Kingdom,"8,715,772"
Hartford Courant,https://mediabiasfactcheck.com/the-hartford-courant/,Left-Center,High,United States,"1,706,145"
The Herald (Everett),https://mediabiasfactcheck.com/the-herald-everett/,Left-Center,High,United States,"70,847"
"The Herald-Sun (Durham, North Carolina)",https://mediabiasfactcheck.com/the-herald-sun-durham-north-carolina/,Least Biased,High,United States,"73,243"
The Hill Talk,https://mediabiasfactcheck.com/the-hill-talk/,Left-Center,High,United States,464
Hindu Business Line,https://mediabiasfactcheck.com/the-hindu-business-line/,Right-Center,High,India,"1,154,965"
The Hindu,https://mediabiasfactcheck.com/the-hindu/,Left-Center,High,India,6
The Humanist Magazine,https://mediabiasfactcheck.com/the-humanist-magazine/,Least Biased,High,,"58,183"
The Independent Review,https://mediabiasfactcheck.com/the-independent-review/,Right-Center,High,United States,"296,661"
The Independent,https://mediabiasfactcheck.com/the-independent/,Left-Center,High,United Kingdom,"8,236,344"
The Indian Express,https://mediabiasfactcheck.com/the-indian-express/,Least Biased,High,India,"3,386,775"
The Indypendent,https://mediabiasfactcheck.com/the-indypendent/,Left,High,,"96,607"
The Intellectualist,https://mediabiasfactcheck.com/the-intellectualist/,Left,High,United States,"1,042"
The Intercept,https://mediabiasfactcheck.com/the-intercept/,Left-Center,High,United States,"1,059,871"
Interpreter Magazine,https://mediabiasfactcheck.com/the-interpreter-magazine/,Left-Center,High,United States,"59,223"
The Irish Times,https://mediabiasfactcheck.com/the-irish-times/,Left-Center,High,Ireland,"2,094,396"
The Irrawaddy,https://mediabiasfactcheck.com/the-irrawaddy/,Left-Center,High,,"253,026"
The Jack News,https://mediabiasfactcheck.com/the-jack-news/,Right-Center,High,,66
The Jakarta Post,https://mediabiasfactcheck.com/the-jakarta-post/,Least Biased,High,Indonesia,"2,227,115"
The Japan News,https://mediabiasfactcheck.com/the-japan-news/,Right-Center,High,Japan,"955,103"
Jerusalem Post,https://mediabiasfactcheck.com/the-jerusalem-post/,Right-Center,High,Israel,"3,400,640"
The Jewish Press,https://mediabiasfactcheck.com/the-jewish-press/,Right-Center,High,Israel,"243,685"
The Jordan Times,https://mediabiasfactcheck.com/the-jordan-times/,Least Biased,High,Jordan,"682,919"
The Journal News,https://mediabiasfactcheck.com/the-journal-news/,Left-Center,High,,"1,065,382"
The Knife,https://mediabiasfactcheck.com/the-knife/,Least Biased,High,United States,437
The Ledger,https://mediabiasfactcheck.com/the-ledger/,Right-Center,High,,"223,563"
The Libertarian Republic,https://mediabiasfactcheck.com/the-libertarian-republic/,Right-Center,High,United States,"61,834"
The Lily,https://mediabiasfactcheck.com/the-lily/,Left,High,,"6,206"
The Local (Norway),https://mediabiasfactcheck.com/the-local-norway/,Left-Center,High,Norway,"875,266"
The Macon Telegraph,https://mediabiasfactcheck.com/the-macon-telegraph/,Least Biased,High,United States,"798,437"
Manila Times,https://mediabiasfactcheck.com/the-manila-times/,Right-Center,High,Philippines,"426,113"
The Marshall Project,https://mediabiasfactcheck.com/the-marshall-project/,Least Biased,High,,"88,741"
The Meme Policeman,https://mediabiasfactcheck.com/the-meme-policeman/,Least Biased,High,United States,"2,245"
The Middle East in London,https://mediabiasfactcheck.com/the-middle-east-in-london/,Least Biased,High,United Kingdom,"913,941"
The Militant,https://mediabiasfactcheck.com/the-militant/,Left,High,United States,"41,100"
The Millennial Review,https://mediabiasfactcheck.com/the-millennial-review/,Right,High,,5
The Moderate Voice,https://mediabiasfactcheck.com/the-moderate-voice/,Left-Center,High,United States,"1,213,776"
The Modesto Bee,https://mediabiasfactcheck.com/the-modesto-bee/,Least Biased,High,United States,"1,449,895"
