name,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as
The Colorado Daily,https://www.allsides.com/news-source/colorado-daily,not-rated,15,6,2.4999999958333334,strongly agree
The Colorado Statesman,https://www.allsides.com/news-source/colorado-statesman,not-rated,14,2,6.999999965000001,absolutely agree
The Coloradoan,https://www.allsides.com/news-source/coloradoan,not-rated,18,28,0.642857142627551,disagree
The Commercial Appeal,https://www.allsides.com/news-source/commercial-appeal,left-center,161,220,0.7318181817849173,somewhat disagree
The Courier,https://www.allsides.com/news-source/courier,not-rated,0,1,0.0,absolutely disagree
The Courier-Journal,https://www.allsides.com/news-source/courier-journal,left-center,137,233,0.5879828325927904,disagree
The Covington News,https://www.allsides.com/news-source/covington-news-0,not-rated,6,5,1.1999999976,somewhat agree
The Crested Butte News,https://www.allsides.com/news-source/crested-butte-news,not-rated,21,46,0.4565217390311909,strongly disagree
The Daily Advance,https://www.allsides.com/news-source/daily-advance,not-rated,20,32,0.6249999998046875,disagree
The Daily Caller,https://www.allsides.com/news-source/daily-caller,right,5750,2851,2.0168361978182503,strongly agree
The Daily Citizen,https://www.allsides.com/news-source/daily-citizen,not-rated,0,2,0.0,absolutely disagree
The Daily Citizen,https://www.allsides.com/news-source/daily-citizen-0,not-rated,4,7,0.571428570612245,disagree
The Daily Dispatch,https://www.allsides.com/news-source/daily-dispatch,not-rated,16,2,7.99999996,absolutely agree
The Daily Dot,https://www.allsides.com/news-source/daily-dot-media-bias,left-center,45,45,0.9999999997777778,NA
The Daily Herald,https://www.allsides.com/news-source/daily-herald,not-rated,19,10,1.8999999980999998,agree
The Daily Iowegian,https://www.allsides.com/news-source/daily-iowegian,not-rated,24,27,0.8888888885596707,somewhat disagree
The Daily Record,https://www.allsides.com/news-source/daily-record,not-rated,21,12,1.7499999985416665,agree
The Daily Reflector,https://www.allsides.com/news-source/daily-reflector,not-rated,19,39,0.48717948705456937,strongly disagree
The Daily Show (humor),https://www.allsides.com/news-source/daily-show,left-center,935,1212,0.7714521452081564,somewhat disagree
The Daily Signal,https://www.allsides.com/news-source/daily-signal,right,344,133,2.5864661652190626,strongly agree
The Daily Southerner,https://www.allsides.com/news-source/daily-southerner,not-rated,34,19,1.789473683268698,agree
The Daily Tar Heel,https://www.allsides.com/news-source/daily-tar-heel,not-rated,0,19,0.0,absolutely disagree
The Daily Texan,https://www.allsides.com/news-source/daily-texan,not-rated,42,59,0.7118644066590061,somewhat disagree
The Daily Wildcat,https://www.allsides.com/news-source/daily-wildcat,not-rated,45,93,0.4838709676899064,strongly disagree
The Daily Wire,https://www.allsides.com/news-source/daily-wire,right,3919,1752,2.236872146105954,strongly agree
The Daily World,https://www.allsides.com/news-source/daily-world,not-rated,6,6,0.9999999983333333,NA
The Daily World,https://www.allsides.com/news-source/daily-world-0,not-rated,10,3,3.3333333222222223,absolutely agree
The Dallas Morning News,https://www.allsides.com/news-source/dallas-morning-news,center,136,107,1.27102803726439,somewhat agree
The Dartmouth,https://www.allsides.com/news-source/dartmouth,not-rated,1,2,0.4999999975,strongly disagree
The Delaware County Daily Times,https://www.allsides.com/news-source/delaware-county-daily-times,left-center,183,215,0.8511627906580854,somewhat disagree
The Denver Channel,https://www.allsides.com/news-source/denver-channel,not-rated,98,71,1.3802816899464394,somewhat agree
The Denver Post,https://www.allsides.com/news-source/denver-post,not-rated,135,115,1.1739130433761815,somewhat agree
The Diplomat,https://www.allsides.com/news-source/diplomat,not-rated,44,62,0.7096774192403746,somewhat disagree
The Dispatch,https://www.allsides.com/news-source/dispatch-media-bias,right-center,4,4,0.9999999975,NA
The Dominion Post,https://www.allsides.com/news-source/dominion-post,not-rated,27,15,1.7999999988,agree
The Dominion Post,https://www.allsides.com/news-source/dominion-post-0,not-rated,18,6,2.999999995,strongly agree
The Durango Herald,https://www.allsides.com/news-source/durango-herald,not-rated,16,28,0.5714285712244898,disagree
The Economist,https://www.allsides.com/news-source/economist,left-center,2252,4286,0.5254316378895814,disagree
The Elkin Tribune,https://www.allsides.com/news-source/elkin-tribune,not-rated,20,35,0.5714285712653061,disagree
The Epoch Times,https://www.allsides.com/news-source/epoch-times-media-bias,right,2443,804,3.038557213892555,absolutely agree
The Evening Time,https://www.allsides.com/news-source/evening-time,not-rated,0,2,0.0,absolutely disagree
The Farmerville Gazette,https://www.allsides.com/news-source/farmerville-gazette,not-rated,4,9,0.4444444439506172,strongly disagree
The Fayetteville Observer,https://www.allsides.com/news-source/fayetteville-observer,not-rated,10,8,1.2499999984374999,somewhat agree
The Federalist,https://www.allsides.com/news-source/federalist,right,3535,1510,2.341059602633503,strongly agree
The Flip Side,https://www.allsides.com/news-source/flip-side-media-bias,allsides,305,241,1.2655601659225908,somewhat agree
The Floyd County Times,https://www.allsides.com/news-source/floyd-county-times,not-rated,7,8,0.8749999989062499,somewhat disagree
The Flume,https://www.allsides.com/news-source/flume,not-rated,8,11,0.7272727266115702,somewhat disagree
The Fort Morgan Times,https://www.allsides.com/news-source/fort-morgan-times,not-rated,8,9,0.8888888879012344,somewhat disagree
The Franklinton Era-Leader,https://www.allsides.com/news-source/franklinton-era-leader,not-rated,3,3,0.9999999966666667,NA
The Fulcrum,https://www.allsides.com/news-source/fulcrum-media-bias,center,66,68,0.9705882351513841,somewhat disagree
The Gateway Pundit,https://www.allsides.com/news-source/gateway-pundit,right,570,398,1.4321608039841165,somewhat agree
The Globe and Mail,https://www.allsides.com/news-source/globe-and-mail-media-bias,center,29,34,0.8529411762197232,somewhat disagree
The Goldsboro News-Argus,https://www.allsides.com/news-source/goldsboro-news-argus,not-rated,66,28,2.3571428563010204,strongly agree
The Greater Good Science Center,https://www.allsides.com/news-source/greater-good-science-center-media-bias,not-rated,19,18,1.0555555549691358,somewhat agree
The Greeley Tribune,https://www.allsides.com/news-source/greeley-tribune,not-rated,38,29,1.3103448271343638,somewhat agree
The Grey Area News,https://www.allsides.com/news-source/grey-area-news,not-rated,3,2,1.4999999925,somewhat agree
The Guardian,https://www.allsides.com/news-source/guardian,left-center,7380,4625,1.5956756756722257,agree
The Hammond Daily Star,https://www.allsides.com/news-source/hammond-daily-star,not-rated,10,8,1.2499999984374999,somewhat agree
The Harlan Daily Enterprise,https://www.allsides.com/news-source/harlan-daily-enterprise,not-rated,14,24,0.5833333330902778,disagree
The Harrison Daily,https://www.allsides.com/news-source/harrison-daily,not-rated,0,1,0.0,absolutely disagree
The Hartwell Sun,https://www.allsides.com/news-source/hartwell-sun,not-rated,15,8,1.87499999765625,agree
The Hawk Eye,https://www.allsides.com/news-source/hawk-eye,not-rated,27,9,2.9999999966666664,strongly agree
The Herald Democrat,https://www.allsides.com/news-source/herald-democrat,not-rated,17,13,1.3076923066863904,somewhat agree
The Herald Times,https://www.allsides.com/news-source/herald-times,not-rated,7,9,0.7777777769135802,somewhat disagree
The Herald-Sun,https://www.allsides.com/news-source/herald-sun,not-rated,3,1,2.9999999700000006,strongly agree
The Hill,https://www.allsides.com/news-source/hill-media-bias,center,8956,11448,0.7823200559042781,somewhat disagree
The Hollywood Reporter,https://www.allsides.com/news-source/hollywood-reporter-media-bias,not-rated,1,3,0.3333333322222222,strongly disagree
The Hoya,https://www.allsides.com/news-source/hoya,not-rated,8,9,0.8888888879012344,somewhat disagree
The Imaginative Conservative,https://www.allsides.com/news-source/imaginative-conservative-media-bias,right,34,32,1.0624999996679687,somewhat agree
The Independent,https://www.allsides.com/news-source/independent-0,left-center,195,173,1.1271676299926492,somewhat agree
The Independent,https://www.allsides.com/news-source/independent,not-rated,260,246,1.0569105690627272,somewhat agree
The Independent Weekly,https://www.allsides.com/news-source/independent-weekly,not-rated,2,2,0.999999995,NA
The Information,https://www.allsides.com/news-source/information-media-bias,not-rated,0,8,0.0,absolutely disagree
The Intelligencer,https://www.allsides.com/news-source/intelligencer,not-rated,104,180,0.577777777745679,disagree
The Intercept,https://www.allsides.com/news-source/intercept,left,1937,845,2.2923076922805645,strongly agree
The Jerusalem Post,https://www.allsides.com/news-source/jerusalem-post-media-bias,center,167,169,0.9881656804149014,somewhat disagree
The Justice,https://www.allsides.com/news-source/justice,left-center,130,147,0.8843537414364385,somewhat disagree
The Keene Sentinel,https://www.allsides.com/news-source/keene-sentinel,not-rated,10,4,2.49999999375,strongly agree
The Kentucky Standard,https://www.allsides.com/news-source/kentucky-standard,not-rated,13,10,1.2999999987,somewhat agree
The Korea Herald,https://www.allsides.com/news-source/korea-herald,center,172,115,1.4956521737829869,somewhat agree
The Lamar Ledger,https://www.allsides.com/news-source/lamar-ledger,not-rated,25,27,0.9259259255829904,somewhat disagree
The Leader and the Kalkaskian,https://www.allsides.com/news-source/leader-and-kalkaskian,not-rated,16,9,1.7777777758024689,agree
The Libertarian Republic,https://www.allsides.com/news-source/libertarian-republic,right-center,829,678,1.2227138642887505,somewhat agree
The Log Cabin Democrat,https://www.allsides.com/news-source/log-cabin-democrat,not-rated,3,6,0.49999999916666665,strongly disagree
The Macon Telegraph,https://www.allsides.com/news-source/macon-telegraph,not-rated,17,13,1.3076923066863904,somewhat agree
The Massachusetts Daily Collegian,https://www.allsides.com/news-source/massachusetts-daily-collegian,not-rated,15,21,0.7142857139455782,somewhat disagree
The Meadowlark Herald,https://www.allsides.com/news-source/meadowlark-herald,not-rated,12,21,0.5714285711564626,disagree
The Media Briefing,https://www.allsides.com/news-source/media-briefing,not-rated,58,43,1.3488372089886425,somewhat agree
The Messenger,https://www.allsides.com/news-source/messenger,not-rated,7,26,0.26923076912721894,absolutely disagree
The Morgan County Citizen,https://www.allsides.com/news-source/morgan-county-citizen,not-rated,23,47,0.48936170202354007,strongly disagree
The Moultrie Observer,https://www.allsides.com/news-source/moultrie-observer,not-rated,7,6,1.1666666647222221,somewhat agree
The Moultrie Observer,https://www.allsides.com/news-source/moultrie-observer-0,not-rated,16,34,0.47058823515570936,strongly disagree
The Mountain Jackpot,https://www.allsides.com/news-source/mountain-jackpot,not-rated,2,5,0.3999999992,strongly disagree
The Mountain Mail,https://www.allsides.com/news-source/mountain-mail,not-rated,17,2,8.4999999575,absolutely agree
The Mountain-Ear,https://www.allsides.com/news-source/mountain-ear,not-rated,4,2,1.99999999,agree
The Nation,https://www.allsides.com/news-source/nation-media-bias,left,1099,371,2.9622641508635508,strongly agree
The National Pulse,https://www.allsides.com/news-source/national-pulse-media-bias,right,10,8,1.2499999984374999,somewhat agree
The New Yorker,https://www.allsides.com/news-source/new-yorker,left,3702,1089,3.399449035781456,absolutely agree
The News Observer,https://www.allsides.com/news-source/news-observer,not-rated,4,12,0.3333333330555555,strongly disagree
The News Orlean Tribune,https://www.allsides.com/news-source/news-orlean-tribune,not-rated,3,3,0.9999999966666667,NA
The News Star,https://www.allsides.com/news-source/news-star,not-rated,10,9,1.1111111098765432,somewhat agree
The News-enterprise,https://www.allsides.com/news-source/news-enterprise,not-rated,11,23,0.47826086935727785,strongly disagree
The News-Herald,https://www.allsides.com/news-source/news-herald,not-rated,29,9,3.222222218641975,absolutely agree
The Observer (New York),https://www.allsides.com/news-source/observer,center,210,369,0.5691056910414877,disagree
The Ocilla Star,https://www.allsides.com/news-source/ocilla-star-0,not-rated,25,40,0.62499999984375,disagree
The Oldham Era,https://www.allsides.com/news-source/oldham-era,not-rated,0,0,0.0,NA
The Oldham Era,https://www.allsides.com/news-source/oldham-era,not-rated,8,6,1.333333331111111,somewhat agree
The Onion,https://www.allsides.com/news-source/onion-media-bias,not-rated,35,38,0.9210526313365651,somewhat disagree
The Oracle,https://www.allsides.com/news-source/oracle,center,83,115,0.7217391303720228,somewhat disagree
The Ouachita Citizen,https://www.allsides.com/news-source/ouachita-citizen,not-rated,6,5,1.1999999976,somewhat agree
The Outline,https://www.allsides.com/news-source/outline,not-rated,57,46,1.2391304345132326,somewhat agree
The Paducah Sun,https://www.allsides.com/news-source/paducah-sun,not-rated,13,21,0.6190476187528344,disagree
The Pagosa Springs Sun,https://www.allsides.com/news-source/pagosa-springs-sun,not-rated,19,7,2.7142857104081632,strongly agree
The Paintsville Herald,https://www.allsides.com/news-source/paintsville-herald,not-rated,8,11,0.7272727266115702,somewhat disagree
The Parkersburg News and Sentinal,https://www.allsides.com/news-source/parkersburg-news-and-sentinal,not-rated,10,19,0.5263157891966759,disagree
The Philadelphia Inquirer,https://www.allsides.com/news-source/phillycom,left-center,125,141,0.8865248226321613,somewhat disagree
The Pilot,https://www.allsides.com/news-source/pilot,not-rated,0,1,0.0,absolutely disagree
The Pioneer News,https://www.allsides.com/news-source/pioneer-news,not-rated,5,8,0.6249999992187499,disagree
The Plebeian,https://www.allsides.com/news-source/plebeian-media-bias,left-center,18,20,0.89999999955,somewhat disagree
The Pontiac News,https://www.allsides.com/news-source/pontiac-news,not-rated,29,8,3.6249999954687495,absolutely agree
The Post Millennial,https://www.allsides.com/news-source/post-millennial-media-bias,right-center,135,85,1.588235293930796,agree
The Post-Serachlight,https://www.allsides.com/news-source/post-serachlight,not-rated,24,15,1.5999999989333333,agree
The Pueblo Chieftain,https://www.allsides.com/news-source/pueblo-chieftain,not-rated,32,34,0.9411764703114187,somewhat disagree
The Raleigh Telegram,https://www.allsides.com/news-source/raleigh-telegram,not-rated,1,1,0.9999999900000002,NA
The Red and Black,https://www.allsides.com/news-source/red-and-black,center,159,108,1.4722222220859054,somewhat agree
The Reliable Bias,https://www.allsides.com/news-source/reliable-bias,center,105,141,0.7446808510110156,somewhat disagree
The Republican,https://www.allsides.com/news-source/republican,center,191,426,0.44835680750121226,strongly disagree
The Resurgent,https://www.allsides.com/news-source/resurgent-media-bias,right,77,61,1.2622950817602794,somewhat agree
The Roanoke-Chowan News-Herald,https://www.allsides.com/news-source/roanoke-chowan-news-herald,not-rated,6,12,0.4999999995833333,strongly disagree
The Robesonian,https://www.allsides.com/news-source/robesonian,not-rated,5,4,1.249999996875,somewhat agree
The Rockdale Citizen,https://www.allsides.com/news-source/rockdale-citizen,not-rated,0,1,0.0,absolutely disagree
The Rockdale Citizen,https://www.allsides.com/news-source/rockdale-citizen-0,not-rated,12,33,0.3636363635261708,strongly disagree
The Rockdale News,https://www.allsides.com/news-source/rockdale-news-0,not-rated,18,22,0.8181818178099173,somewhat disagree
The Rockdale News,https://www.allsides.com/news-source/rockdale-news,not-rated,5,5,0.9999999980000001,NA
The Rocky Mount Telegram,https://www.allsides.com/news-source/rocky-mount-telegram,not-rated,19,11,1.7272727257024791,agree
The Rocky Mount Telegram,https://www.allsides.com/news-source/rocky-mount-telegram-0,not-rated,4,15,0.26666666648888887,absolutely disagree
The Root,https://www.allsides.com/news-source/root,left-center,288,371,0.7762803234292107,somewhat disagree
The Sacramento Bee,https://www.allsides.com/news-source/sacramento-bee,left-center,281,313,0.8977635782460778,somewhat disagree
The Sanford Herald,https://www.allsides.com/news-source/sanford-herald,not-rated,11,11,0.999999999090909,NA
The Saturday Evening Post,https://www.allsides.com/news-source/saturday-evening-post,center,160,110,1.4545454544132232,somewhat agree
The Seattle Times,https://www.allsides.com/news-source/seattle-times,center,81,71,1.140845070261853,somewhat agree
The Sentinel News,https://www.allsides.com/news-source/sentinel-news,not-rated,52,76,0.6842105262257618,somewhat disagree
The Sentinel-Echo,https://www.allsides.com/news-source/sentinel-echo,not-rated,28,17,1.6470588225605536,agree
The Shelby Star,https://www.allsides.com/news-source/shelby-star,not-rated,19,15,1.266666665822222,somewhat agree
The Shorthorn,https://www.allsides.com/news-source/shorthorn,not-rated,52,34,1.5294117642560554,agree
The Stanly News and Press,https://www.allsides.com/news-source/stanly-news-and-press,not-rated,11,5,2.1999999956,strongly agree
The State Press,https://www.allsides.com/news-source/state-press,not-rated,14,12,1.1666666656944444,somewhat agree
The Technique,https://www.allsides.com/news-source/technique,not-rated,0,1,0.0,absolutely disagree
The Telegraph (Georgia),https://www.allsides.com/news-source/telegraph,not-rated,6,4,1.4999999962500001,somewhat agree
The Telegraph - UK,https://www.allsides.com/news-source/telegraph-uk,right-center,954,491,1.942973523382017,agree
The Texan,https://www.allsides.com/news-source/texan-media-bias,right-center,54,48,1.124999999765625,somewhat agree
The Texas Observer,https://www.allsides.com/news-source/texas-observer-media-bias,left-center,44,44,0.9999999997727272,NA
The Texas Tribune,https://www.allsides.com/news-source/texas-tribune-media-bias,left-center,54,51,1.0588235292041521,somewhat agree
The Tifton Gazette,https://www.allsides.com/news-source/tifton-gazette-0,not-rated,6,13,0.46153846118343195,strongly disagree
The Times Higher Education,https://www.allsides.com/news-source/times-higher-education,not-rated,45,63,0.7142857141723356,somewhat disagree
The Times of Israel,https://www.allsides.com/news-source/times-israel,not-rated,55,57,0.9649122805324715,somewhat disagree
The Times-Picayune,https://www.allsides.com/news-source/times-picayune,not-rated,5,2,2.4999999875000003,strongly agree
The Times-Tribune,https://www.allsides.com/news-source/times-tribune,not-rated,8,12,0.666666666111111,disagree
The Town Talk,https://www.allsides.com/news-source/town-talk,not-rated,10,15,0.6666666662222221,disagree
The Trimble Banner,https://www.allsides.com/news-source/trimble-banner,not-rated,0,2,0.0,absolutely disagree
The Union Recorder,https://www.allsides.com/news-source/union-recorder,not-rated,6,8,0.7499999990624999,somewhat disagree
The Union Recorder,https://www.allsides.com/news-source/union-recorder-0,not-rated,8,11,0.7272727266115702,somewhat disagree
The Valdosta Daily Times,https://www.allsides.com/news-source/valdosta-daily-times,not-rated,3,5,0.5999999988,disagree
The Valdosta Daily Times,https://www.allsides.com/news-source/valdosta-daily-times-0,not-rated,13,23,0.5652173910586011,disagree
The Valley News,https://www.allsides.com/news-source/valley-news,not-rated,13,31,0.41935483857440164,strongly disagree
The Verge,https://www.allsides.com/news-source/verge,left-center,558,376,1.48404255315202,somewhat agree
The Wake Forest Weekly,https://www.allsides.com/news-source/wake-forest-weekly,not-rated,19,9,2.111111108765432,strongly agree
The Watauga Democrat,https://www.allsides.com/news-source/watauga-democrat,not-rated,23,38,0.605263157735457,disagree
The Watch,https://www.allsides.com/news-source/watch,not-rated,15,21,0.7142857139455782,somewhat disagree
The Waycross Journal Herald,https://www.allsides.com/news-source/waycross-journal-herald,not-rated,8,9,0.8888888879012344,somewhat disagree
The Week - News,https://www.allsides.com/news-source/the-week-bias,center,3223,2500,1.2891999999948434,somewhat agree
The Week - Opinion,https://www.allsides.com/news-source/week-opinion-media-bias,left-center,40,37,1.081081080788897,somewhat agree
The Weekly Standard,https://www.allsides.com/news-source/weekly-standard,right,1301,784,1.6594387754890378,agree
The Western Journal,https://www.allsides.com/news-source/western-journalism,right,943,413,2.283292978152947,strongly agree
The Wheeler County Eagle,https://www.allsides.com/news-source/wheeler-county-eagle,not-rated,0,1,0.0,absolutely disagree
The Wilkes Journal-Patriot,https://www.allsides.com/news-source/wilkes-journal-patriot,not-rated,31,36,0.8611111108719136,somewhat disagree
The Wilson Times,https://www.allsides.com/news-source/wilson-times,not-rated,31,29,1.0689655168727705,somewhat agree
The Winston-Salem Journal,https://www.allsides.com/news-source/winston-salem-journal,not-rated,32,20,1.5999999992,agree
The Wireless Farmer,https://www.allsides.com/news-source/wireless-farmer,not-rated,0,1,0.0,absolutely disagree
The Yadkin Ripple,https://www.allsides.com/news-source/yadkin-ripple,not-rated,53,24,2.2083333324131944,strongly agree
TheBlaze.com,https://www.allsides.com/news-source/theblaze-bias,right,74180,62781,1.1815676717476336,somewhat agree
theunion.com,https://www.allsides.com/news-source/theunioncom,not-rated,52,32,1.6249999994921875,agree
Thibodaux Daily Comet,https://www.allsides.com/news-source/thibodaux-daily-comet,not-rated,11,19,0.5789473681163435,disagree
ThinkProgress,https://www.allsides.com/news-source/thinkprogress-bias,left,2647,857,3.088681446871777,absolutely agree
Thomas Frey,https://www.allsides.com/news-source/thomas-frey,not-rated,10,11,0.9090909082644627,somewhat disagree
Thomasville Times-Enterprise,https://www.allsides.com/news-source/thomasville-times-enterprise-0,not-rated,13,21,0.6190476187528344,disagree
Thomasville Times-Enterprise,https://www.allsides.com/news-source/thomasville-times-enterprise,not-rated,1,1,0.9999999900000002,NA
Three Rivers Commercial News,https://www.allsides.com/news-source/three-rivers-commercial-news,not-rated,13,24,0.5416666664409722,disagree
Tifton Gazette,https://www.allsides.com/news-source/tifton-gazette,not-rated,3,2,1.4999999925,somewhat agree
Time Magazine,https://www.allsides.com/news-source/time-magazine-news-media-bias,left-center,5177,4304,1.2028345724879117,somewhat agree
Times West-Virginian,https://www.allsides.com/news-source/times-west-virginian,not-rated,7,3,2.3333333255555555,strongly agree
Times-Herald,https://www.allsides.com/news-source/times-herald,not-rated,10,37,0.27027027019722427,absolutely disagree
Toronto Star,https://www.allsides.com/news-source/toronto-star,not-rated,45,112,0.4017857142498406,strongly disagree
Townhall,https://www.allsides.com/news-source/townhall-bias,right,9071,13830,0.6558929862612756,disagree
Traverse City Business News,https://www.allsides.com/news-source/traverse-city-business-news,not-rated,12,25,0.479999999808,strongly disagree
Traverse City Record-Eagle,https://www.allsides.com/news-source/traverse-city-record-eagle,not-rated,13,12,1.0833333324305554,somewhat agree
Tri-City Times,https://www.allsides.com/news-source/tri-city-times,not-rated,27,4,6.749999983125,absolutely agree
Troy-Somerset Gazette,https://www.allsides.com/news-source/troy-somerset-gazette,not-rated,11,40,0.27499999993125,absolutely disagree
Truth or Fiction,https://www.allsides.com/news-source/truth-or-fiction,center,270,221,1.2217194569582932,somewhat agree
Truthdig,https://www.allsides.com/news-source/truthdig-media-bias,left,64,34,1.8823529406228374,agree
TruthOut,https://www.allsides.com/news-source/truthout,left-center,337,358,0.9413407820966105,somewhat disagree
Tucson Weekly,https://www.allsides.com/news-source/tucson-weekly,not-rated,105,87,1.2068965515854142,somewhat agree
Tuscola County Advertister,https://www.allsides.com/news-source/tuscola-county-advertister,not-rated,29,14,2.0714285699489796,strongly agree
Tyron Daily Bulletin,https://www.allsides.com/news-source/tyron-daily-bulletin,not-rated,10,21,0.47619047596371883,strongly disagree
U.S. News & World Report,https://www.allsides.com/news-source/us-news-and-world-report,left-center,1548,1726,0.8968713789055802,somewhat disagree
UB Reporter,https://www.allsides.com/news-source/ub-reporter,not-rated,11,10,1.0999999989,somewhat agree
University of Delaware Review,https://www.allsides.com/news-source/university-delaware-review,not-rated,67,42,1.5952380948582767,agree
University of Wyoming,https://www.allsides.com/news-source/university-wyoming,not-rated,84,99,0.848484848399143,somewhat disagree
Univision,https://www.allsides.com/news-source/univision,left-center,365,435,0.8390804597508257,somewhat disagree
Upworthy,https://www.allsides.com/news-source/upworthy,left,436,311,1.4019292604050826,somewhat agree
USA TODAY,https://www.allsides.com/news-source/usa-today-media-bias,center,13328,11369,1.172310669363029,somewhat agree
Vail Daily,https://www.allsides.com/news-source/vail-daily,not-rated,9,22,0.40909090890495864,strongly disagree
Vail Daily,https://www.allsides.com/news-source/vail-daily-0,not-rated,15,22,0.6818181815082645,somewhat disagree
Valley News,https://www.allsides.com/news-source/valley-news-0,not-rated,3,5,0.5999999988,disagree
Value Walk,https://www.allsides.com/news-source/value-walk,not-rated,71,72,0.9861111109741513,somewhat disagree
Vanity Fair,https://www.allsides.com/news-source/vanity-fair,left-center,3440,2246,1.5316117542229226,agree
Vice,https://www.allsides.com/news-source/vice-media-bias,left,1408,414,3.4009661834927303,absolutely agree
Vinton Cedar Valley Daily News,https://www.allsides.com/news-source/vinton-cedar-valley-daily-news,not-rated,13,26,0.4999999998076923,strongly disagree
Virginia Mercury,https://www.allsides.com/news-source/virginia-mercury-media-bias,center,8,18,0.4444444441975308,strongly disagree
Voice of America,https://www.allsides.com/news-source/voice-america,not-rated,82,72,1.13888888873071,somewhat agree
Volante,https://www.allsides.com/news-source/volante,center,143,157,0.9108280254196924,somewhat disagree
Vox,https://www.allsides.com/news-source/vox-news-media-bias,left,15856,12977,1.2218540494712014,somewhat agree
VT Digger,https://www.allsides.com/news-source/vt-digger,left-center,164,192,0.8541666666221788,somewhat disagree
Wake Up to Politics,https://www.allsides.com/news-source/wake-politics-media-bias,center,56,46,1.2173913040831759,somewhat agree
Wall Street Journal - Editorial,https://www.allsides.com/news-source/wall-street-journal-opinion,right-center,6028,4330,1.3921478060014039,somewhat agree
Wall Street Journal - News,https://www.allsides.com/news-source/wall-street-journal-media-bias,center,13987,18962,0.737633161058571,somewhat disagree
WANDTV,https://www.allsides.com/news-source/wandtv-media-bias,center,41,43,0.9534883718712818,somewhat disagree
Washington Daily News,https://www.allsides.com/news-source/washington-daily-news,not-rated,86,47,1.8297872336532368,agree
Washington Evening Journal,https://www.allsides.com/news-source/washington-evening-journal,not-rated,31,30,1.033333332988889,somewhat agree
Washington Examiner,https://www.allsides.com/news-source/washington-examiner,right-center,6414,3257,1.9692968989807513,agree
Washington Free Beacon,https://www.allsides.com/news-source/washington-free-beacon,right,511,501,1.0199600798199608,somewhat agree
Washington Monthly,https://www.allsides.com/news-source/washington-monthly,left-center,226,202,1.1188118811327321,somewhat agree
Washington Post,https://www.allsides.com/news-source/washington-post-media-bias,left-center,26361,16768,1.572101622136467,agree
Washington Times,https://www.allsides.com/news-source/washington-times-bias,right-center,22420,11137,2.0131094549681126,strongly agree
Watchdog.org,https://www.allsides.com/news-source/watchdogorg,right-center,531,576,0.9218749999839952,somewhat disagree
Waterloo Cedar Falls Courier,https://www.allsides.com/news-source/waterloo-cedar-falls-courier,not-rated,27,19,1.421052630831025,somewhat agree
Wausau Daily Herald,https://www.allsides.com/news-source/wausau-daily-herald,not-rated,59,110,0.536363636314876,disagree
Wayland News,https://www.allsides.com/news-source/wayland-news,not-rated,32,12,2.666666664444444,strongly agree
Wayne State University South End,https://www.allsides.com/news-source/wayne-state-university-south-end,not-rated,30,9,3.3333333296296295,absolutely agree
WBFO,https://www.allsides.com/news-source/wfbo,not-rated,34,81,0.41975308636793174,strongly disagree
Webster Journal,https://www.allsides.com/news-source/webster-city-daily-freeman-journal,not-rated,28,49,0.5714285713119533,disagree
West Central Tribune,https://www.allsides.com/news-source/west-central-tribune,not-rated,31,25,1.2399999995039999,somewhat agree
Western Herald,https://www.allsides.com/news-source/western-herald,not-rated,23,10,2.2999999976999996,strongly agree
Western Journal,https://www.allsides.com/news-source/western-journal-media-bias,not-rated,26,35,0.742857142644898,somewhat disagree
Westland Observer,https://www.allsides.com/news-source/westland-observer,not-rated,25,20,1.249999999375,somewhat agree
Westside Pioneer,https://www.allsides.com/news-source/westside-pioneer,not-rated,34,13,2.6153846133727807,strongly agree
Wet Mountain Tribune,https://www.allsides.com/news-source/wet-mountain-tribune,not-rated,18,26,0.6923076920414201,somewhat disagree
WFAE,https://www.allsides.com/news-source/wfae,center,162,178,0.9101123594994318,somewhat disagree
WGBH,https://www.allsides.com/news-source/wgbh,center,344,294,1.1700680271710862,somewhat agree
WGN,https://www.allsides.com/news-source/wgn-media-bias,center,60,58,1.0344827584423306,somewhat agree
Whatfinger News,https://www.allsides.com/news-source/whatfinger-news-media-bias,right,130,110,1.1818181817107438,somewhat agree
White Lake Beacon,https://www.allsides.com/news-source/white-lake-beacon,not-rated,20,16,1.24999999921875,somewhat agree
Windsor Now!,https://www.allsides.com/news-source/windsor-now,not-rated,4,1,3.9999999600000007,absolutely agree
Wired,https://www.allsides.com/news-source/wired-0,not-rated,107,83,1.2891566263507042,somewhat agree
Wired,https://www.allsides.com/news-source/wired,center,102,131,0.7786259541390361,somewhat disagree
Wisconsin Gazette,https://www.allsides.com/news-source/wisconsin-gazette,left-center,214,189,1.1322751322152236,somewhat agree
WND.com,https://www.allsides.com/news-source/wndcom,right,547,255,2.1450980391315646,strongly agree
WORTFM.org,https://www.allsides.com/news-source/wortfmorg-media-bias,not-rated,38,38,0.9999999997368421,NA
Yahoo! News,https://www.allsides.com/news-source/yahoo-news-media-bias,left-center,2121,1629,1.3020257826807735,somewhat agree
